UnitNameValue	UnitIcon	UnitPortrait	TrainingIcon	ImpIcon	MOVValue	CCValue	BSValue	PHValue	WIPValue	ARMValue	BTSValue	WValue	AVAValue	SWCCost	UnitCost	UnitNotesValue	Ability1Title	Ability1Text	Ability2Title	Ability2Text	Weapon1Value	Weapon2Value	Weapon3Value	Weapon4Value	Weapon5Value 
Netrods			C:\Users\u0064666\Pictures\Cards\ImagesFromCB\Regular.png		0-0	0	0	12	0	0	-3	1	3	0	4	AD: Combat Jump, AI Beacon	AD: Combat Jump	Figures with this special jump equipment are trained to descend at full speed over the battlefield surprising enemies with devastating sudden attacks. The active player can deploy a miniature with AD: Combat Jump at any point during the battle. The figure spends 1 Order (His own, not one from the Orders Reserve) and makes a PH Normal Roll. If successful he deploys to any point on the table nominated by his owner, facing in any direction desired. Dispersion: If he fails the PH roll, the miniature suffers a detour in his fall, deviating as many inches as the Failure Category multiplied by 2.5 (FC x 2.5). In order to determine in which direction the miniature deviates, a Circular Template is used. Place the Circular Template on the target point where the miniature was supposed to land, with the number 1 facing towards the centre of the table. The second digit of the dice Roll is used indicate the direction in which the miniature deviate. If deviation prompts the figure to fall outside the battlefield, he will have to spend an extra Order from the Order Reserve to appear on the border of the game table at the point where he would have left. A figure cannot nominate as jump target the interior of a Smoke zone, or in Impassable Terrain or Zones of Low or Zero Visibility. The landing zone is of the same size as a Circular Template and must be free of scenery elements. The figure with Combat Jump can land on any point in the landing zone but the whole of its base must be in the interior of the Circular Template. A figure cannot land in base to base contact with another miniature. If a Coordinated Order is used to perform a Combat Jump, all the miniatures participating must choose the same template as their landing point. Those failing their PH Roll will be dispersed individually. Figures possessing Combat Jump can also deploy themselves, if they wish to, as if they possessed the preceding levels in AD.  Remotes with Combat Jump will have to perform a PH Roll in order to jump. PH determines the automation and programming level of their jumps.  Impetuous Figures with Combat Jump will have to use their Impetuous Order to perform their jump. If they do not want to jump immediately, at the beginning of the turn they must spend an Order from their army's Orders Reserve in order to stop each impetuous figure from deploying with their Impetuous Order.	 AI Beacon	AI Beacon: Data net signal emitter which allow Artificial Intelligences to enhance the range and effectiveness of their particular data sphere. In game terms, the function of an AI Beacon is to provide 1 Order to the Order Reserve of its army. An AI Beacon must always be deployed with AD: Combat Jump, but its deployment is performed during the Deployment Phase. If its Dispersion means it falls off the game table, it must be considered lost and cannot be recovered during the battle. An AI Beacon must be assigned to a Combat Group, which cannot surpass the maximum of ten Orders. This piece of Equipment is vulnerable to E/M Special Ammunition and cannot be picked up with the Booty Special Skill.	Electric Pulse					
Patroclus	C:\Users\u0064666\Pictures\Cards\ImagesFromCB\Aleph\280821-0328-Icon.png	C:\Users\u0064666\Pictures\Cards\ImagesFromCB\Aleph\280821-0328.png	C:\Users\u0064666\Pictures\Cards\ImagesFromCB\Regular.png		6-4	18	13	13	13	3	0	1	1	0	57	Holoprojector L1, ODD: Optical Disruptor, Martial Arts L3, V: No Wound Incapacitation, Fireteam: Enomotarchos, Personality	 ODD: Optical Disruptor	This Special Skill produces a personal field of photonic perturbation, frustrating any attempt to aim at its bearer. It allows the possessor, without spending any Order or making any roll, to deploy with an activated OD. During the battle, any figure trying to aim at the possessor of an OD will suffer a -6 to his BS Attribute rolls 2.  	 Martial Arts L3	First Attack: This allows the figure to attack first in CC, making a Normal Roll to hit. If the defender survives, he can counter attack with a Normal Roll of CC. A figure with this ability may also use the CC Attribute instead of PH to disengage from Close Combat. This level is only applicable in CC. Two figures with Martial Arts L3 will perform their First Attack at the same time, so they have to make a Face to Face Roll.  	Nanopulser	Smoke Grenades	MULTI Rifle	EXP CCW	Pistol	
Patroclus - Spitfire	C:\Users\u0064666\Pictures\Cards\ImagesFromCB\Aleph\280821-0328-Icon.png	C:\Users\u0064666\Pictures\Cards\ImagesFromCB\Aleph\280821-0328.png	C:\Users\u0064666\Pictures\Cards\ImagesFromCB\Regular.png		6-4	18	13	13	13	3	0	1	1	1.5	56	Holoprojector L1, ODD: Optical Disruptor, Martial Arts L3, V: No Wound Incapacitation, Fireteam: Enomotarchos, Personality	 ODD: Optical Disruptor	This Special Skill produces a personal field of photonic perturbation, frustrating any attempt to aim at its bearer. It allows the possessor, without spending any Order or making any roll, to deploy with an activated OD. During the battle, any figure trying to aim at the possessor of an OD will suffer a -6 to his BS Attribute rolls 2.  	 Martial Arts L3	First Attack: This allows the figure to attack first in CC, making a Normal Roll to hit. If the defender survives, he can counter attack with a Normal Roll of CC. A figure with this ability may also use the CC Attribute instead of PH to disengage from Close Combat. This level is only applicable in CC. Two figures with Martial Arts L3 will perform their First Attack at the same time, so they have to make a Face to Face Roll.  	Nanopulser	Smoke Grenades	Spitfire	EXP CCW	Pistol	
Patroclus - Shotgun	C:\Users\u0064666\Pictures\Cards\ImagesFromCB\Aleph\280821-0328-Icon.png	C:\Users\u0064666\Pictures\Cards\ImagesFromCB\Aleph\280821-0328.png	C:\Users\u0064666\Pictures\Cards\ImagesFromCB\Regular.png		6-4	18	13	13	13	3	0	1	1	0	51	Holoprojector L1, ODD: Optical Disruptor, Martial Arts L3, V: No Wound Incapacitation, Fireteam: Enomotarchos, Personality	 ODD: Optical Disruptor	This Special Skill produces a personal field of photonic perturbation, frustrating any attempt to aim at its bearer. It allows the possessor, without spending any Order or making any roll, to deploy with an activated OD. During the battle, any figure trying to aim at the possessor of an OD will suffer a -6 to his BS Attribute rolls 2.  	 Martial Arts L3	First Attack: This allows the figure to attack first in CC, making a Normal Roll to hit. If the defender survives, he can counter attack with a Normal Roll of CC. A figure with this ability may also use the CC Attribute instead of PH to disengage from Close Combat. This level is only applicable in CC. Two figures with Martial Arts L3 will perform their First Attack at the same time, so they have to make a Face to Face Roll.  	Nanopulser	Smoke Grenades	Heavy Shotgun	EXP CCW	Pistol	
Probots	C:\Users\u0064666\Pictures\Cards\ImagesFromCB\Aleph\280816-0299-Icon.png	C:\Users\u0064666\Pictures\Cards\ImagesFromCB\Aleph\280816-0299.png	C:\Users\u0064666\Pictures\Cards\ImagesFromCB\Regular.png		4-4	8	11	8	13	2	-3	1	2	0	8	Minesweeper, Baggage, G: Remote Presence, Repeater	 G: Remote Presence	Remote Presence: This Special Skill is possessed by Remotes and unmanned T.A.G.s. Remotes have pseudo-AIs and expert programs that rule their behaviour in combat, operating in pure logic where fear has no place. In the case of Remote Presence T.A.G.s, the driver is not physically present on the battlefield and remotely controls it from a safe distance. Remote Presence is considered confers the Valor: Courage Special Skill. Figures with Remote Presence cannot have a Cube.  	 Repeater	Hacking range amplification system. This allows Hackers to use their skill in a radius of 8 inches around the Repeater. The Hacker can be at any distance from the Repeater, and he does not need to keep a LoF with it. This is a Special Skill that functions automatically and does not need the spending of any Orders to work. The Repeater can only be used by Hackers of the same army, or an allied one.  	Electric Pulse					
Probots - Rifle	C:\Users\u0064666\Pictures\Cards\ImagesFromCB\Aleph\280816-0299-Icon.png	C:\Users\u0064666\Pictures\Cards\ImagesFromCB\Aleph\280816-0299.png	C:\Users\u0064666\Pictures\Cards\ImagesFromCB\Regular.png		4-4	8	11	8	13	2	-3	1	2	0	21	Total Reaction, Baggage, G: Remote Presence, Repeater	Total Reaction	Due to servos and a system of support and reinforcement of response speed and mobility, some miniatures are able to react with great celerity. To reflect this, Total Reaction allows the firing of the whole Burst (B) of a weapon in ARO. - If the BS roll is a Normal Roll, as many Rolls as the B value of the Weapon will be made. - If the BS roll is a Face to Face Roll, both players will have to make all their BS rolls. All the results (after applying the typical Modifiers) that overcome the best Roll of their adversary will be impacts.	 G: Remote Presence	Remote Presence: This Special Skill is possessed by Remotes and unmanned T.A.G.s. Remotes have pseudo-AIs and expert programs that rule their behaviour in combat, operating in pure logic where fear has no place. In the case of Remote Presence T.A.G.s, the driver is not physically present on the battlefield and remotely controls it from a safe distance. Remote Presence is considered confers the Valor: Courage Special Skill. Figures with Remote Presence cannot have a Cube.  	Combi Rifle	Electric Pulse				
Probots - EVO	C:\Users\u0064666\Pictures\Cards\ImagesFromCB\Aleph\280816-0299-Icon.png	C:\Users\u0064666\Pictures\Cards\ImagesFromCB\Aleph\280816-0299.png	C:\Users\u0064666\Pictures\Cards\ImagesFromCB\Regular.png		4-4	8	11	8	13	2	-3	1	2	0.5	13	EVO Repeater, Baggage, G: Remote Presence, Repeater	EVO Repeater	This device allows EVO troops who operate at long distance or from planetary orbit to give active support to their army's Hackers throughout a battle. The presence of an EVO Repeater increases the lethal capacity of Hackers, providing a greater power over enemy equipment and systems. In game terms, having an EVO Repeater deployed on the game table allows the Hackers of its army, without spending any additional Orders, to choose between the following different Support Programmes for use when hacking:   Icebreaker: When making a hacking roll, the EVO halves the Biotechnological Shield (BTS) of the target, always rounding up.   Capture: Thanks to the EVO, the Hacker only needs 1 successful WIP Roll to completely possess a T.A.G. and control it in Possessed status (Marker POS). This programme has no effect on T.A.G.s of the Combined Army.   Support Hacking: Up to three Hackers can spend an Order each to give support to a companion. Each Hacker supporting provides a +3 Modifier to the Hacking Roll of the supported figure.Trajectory Assistant: By spending 1 Order the Hacker provides a +3 Modifier to the PH Roll of a figure who is going to perform a Combat Jump. In the case of a Coordinated Combat Jump of various troops dropping all inside the same Circular Template, then it is only necessary for the Hacker to spend a single Order to provide assistance to all of them.   The Hacker must announce, immediately after declaring his Hacking Order, which of the four EVO Support Programmes he is going to use. The EVO Support Programmes are not combinable, not even in Coordinated Order. These Support Programmes cannot be used in ARO.   Hacking Guided Ammunition: In a reactive turn, thanks to the EVO Repeater, a successful Hacking Guided Ammunition action will not only cause a guided munition to miss, but will also jam a Forward Observer's mark on its target. This only disables a Forward Observer's mark as it applies to Guided Ammunition, not for its use in other attacks such as Speculative Fire. This effect lasts until the end of the turn. If a Hacker with an EVO Repeater deployed on the battlefield hacks 1 Guided projectile fired against a figure marked by a Forward Observer, for the rest of the turn he will cause any Guided projectile shot at that miniature to miss automatically. Any further Guided projectile fired against such a figure during that turn will be deflected by the Hacker as an automatic ARO, without any roll necessary. Following a successful Hacking Guided Ammunition roll, a target may be marked again by the same, or another, Forward Observer to allow further Guided projectiles to be fired at it. A new Hacking Guided Ammunition roll is required each and every time the target miniature is marked by another Forward Observer, or again by the same Forward Observer, in order to make Guided Ammunition fired at the target miss.	 G: Remote Presence	Remote Presence: This Special Skill is possessed by Remotes and unmanned T.A.G.s. Remotes have pseudo-AIs and expert programs that rule their behaviour in combat, operating in pure logic where fear has no place. In the case of Remote Presence T.A.G.s, the driver is not physically present on the battlefield and remotely controls it from a safe distance. Remote Presence is considered confers the Valor: Courage Special Skill. Figures with Remote Presence cannot have a Cube.  	Electric Pulse					
Samekh Rebots	C:\Users\u0064666\Pictures\Cards\ImagesFromCB\Aleph\280811-0261-Icon.png	C:\Users\u0064666\Pictures\Cards\ImagesFromCB\Aleph\280811-0261.png	C:\Users\u0064666\Pictures\Cards\ImagesFromCB\Regular.png		6-4	8	11	8	13	0	-3	1	2	1	34	G: Remote Presence	G: Remote Presence	Remote Presence: This Special Skill is possessed by Remotes and unmanned T.A.G.s. Remotes have pseudo-AIs and expert programs that rule their behaviour in combat, operating in pure logic where fear has no place. In the case of Remote Presence T.A.G.s, the driver is not physically present on the battlefield and remotely controls it from a safe distance. Remote Presence is considered confers the Valor: Courage Special Skill. Figures with Remote Presence cannot have a Cube.  			Guided Missile Launcher	Electric Pulse				
Sophotects			C:\Users\u0064666\Pictures\Cards\ImagesFromCB\Regular.png		6-4	13	11	11	15	2	0	1	2	0	31	Doctor, Engineer, V: No Wound Incapacitation	Doctor	The miniature is a qualified doctor, with complete training in combat medicine and is a specialist in saving his companions from death. Doctor is a Short Skill that allows the miniature, when in base contact, after passing a WIP Roll, to make his patient pass from the Unconscious state to Normal, with a single Wound. If he fails the WIP Roll, the figure is considered to be Dead and is removed from the game table. Miniatures can be healed as many times as necessary, provided that the WIP rolls are successful. A miniature that has been healed can also benefit later from a MediKit, AutoMediKit, or Regeneration, and vice versa. A figure must be in base to base contact with a patient to use the Doctor Special Skill. A Doctor with the Special Skill V: No Wound Incapacitation who has suffered one Wound can try to heal himself but if he fails the WIP roll he will die automatically.  	 Engineer	Any figure with this Special Skill has the means and technical knowledge required to carry out campaign repairs on faulty or damaged equipment. Engineer is a Short Skill that allows, with a successful Normal WIP Roll, the repair of Structure points (STR) of vehicles or figures (1 point per successful WIP Roll) which he is in base contact with. If the Engineer fails his WIP Roll, the target miniature or structure loses 1 point of STR instead of recovering it.  Engineers can reactivate all weapons, equipment and armour affected by E/M and Adhesive Special Ammunition if they they pass 1 single Normal WIP Roll when in contact with the affected figure. If the Engineer fails the WIP Roll when reactivating, it is considered that the weapon or equipment is permanently shut down with no possibility of recovery.  It is essential that a miniature be in base to base contact with the item he wants to repair.  Figures that posses this Short Skill can also open locks, applying the same Modifiers as Hacking Security and Information (See Advanced Rules: Hacking). In order to open/close a door, base to base contact is required.  Engineer also allows Mines to be deactivated (Antipersonnel and Monofilament), as well as E/Maulers and D-Charges. In order to deactivate a Mine in a same Order, the figure has to come into its action radius (Circular Template) and pass a WIP Roll. If successful, the Mine does not explode and is defused. If the WIP roll is failed, then it explodes, affecting the Engineer as normal.  	Combi Rifle	D-Charges	Knife	Pistol		
Yudbots			C:\Users\u0064666\Pictures\Cards\ImagesFromCB\Regular.png		6-4	8	8	8	13	0	-3	1	2	0	3	CH: Mimetism, G: Servant	CH: Mimetism	The figure has the special ability to obscure his appearance to an enemy. Moreover, he has basic mimetic tools and clothes or camouflage gear made with a photosensitive material, a cheaper alternative to chameleonic tools, and knows how to use it with the maximum results in order to avoid discovery. In game terms, any miniature attacking a figure with Mimetism will have a -3 Modifier to his BS Attribute for ranged attacks.  	 G: Servant	With Ghost: Servant, the figure and the Remote are activated at the same time with only 1 Order. It works similarly to Ghost: Synchronized, as both must declare the same Order. If one of the two figures cannot perform the complete Order (the Long Skill or both Short Skills of the Order), he will be inactive and he will not perform the Order. However, if he can only perform one of the two Short Skills of the Order, then he will perform that single Skill, while the other figure will perform the complete Order. The difference from Ghost: Synchronized is that the Doctor/ Engineer makes the WIP roll, and it is the Remote who performs it. The Doctor/ Engineer can heal, repair or act through the Ghost: Servant, but it is necessary that the Remote be in base contact with the target. The Remote has not the Doctor neither the Engineer Special Skills: it cannot heal or repair by itself as it need to be controlled by the Doctor/ Engineer. Usually, to allow the Servant Remote moves until reach its target, the Doctor/ Engineer declares the Order but doesn't perform it, being in a safe place on the battlefield. Meanwhile, it is the Servant Remote who performs the Order, moving until in base contact with the target. The Doctor/ Engineer and the Remote only provide a single Order to the Orders Reserve and both are activated with only one Order. It is mandatory both figures belong to the same Combat Group where they count as a single figure. A Doctor/ Engineer can have more than 1 Servant Remote, but he can only activate them one by one, applying the other rules considerations. Meanwhile, the other Remotes will be inactive. As they are activated by one single Order, the Doctor/ Engineer and the Remote will provide a single ARO to each figure with LoF to either or both of them. If they cross a Suppression Fire (SF) zone, both can receive shots from the shooter maintaining the SF. The Doctor/ Engineer and the Remote each get their own ARO in reaction to every Order declared in their LoF or inside their Zone of Control. These AROs must be the same for both figures, applying the Ghost: Synchronized rule.  The Doctor/ Engineer can see through the sensors and optical devices of his Remote, so he can react to any Order declared in LoF or ZC of his Remote with Alert, Change Facing, Dodging or with any Skill which does not require LoF to perform. The Servant Remote always disconnects automatically if the Doctor/ Engineer is out of the game table (Due to Airborne Deployment, Hidden Deployment, ...) or if he falls Unconscious or Dead. A disconnected Remote stands still and cannot receive Orders or perform AROs. An Immobilized (IMM) Marker must be placed beside the base of a disconnected Remote. The Remote connects automatically, without spending any Order or Short Skill, at the end of an Order in which the Doctor/ Engineer comes back from Unconscious state or enters the game table. Contrary to Ghost: Synchronized, there is no limit in the operating distance between the Servant Remote and its Doctor/ Engineer. Servant Remotes are Not Impetuous figures, so they cannot be activated with Impetuous Orders.  Remotes with Ghost: Servant which possess the Airborne Deployment (AD) Special Skill can be deployed by spending 1 Order from the Order Reserve or, if the player prefers, by using the same Order through which its Doctor/ Engineer is deployed, without requiring the spending of an additional Order. In such a situation, they must be deployed at the same time and from the same side of the game table, or using the same Circular Template, as their Doctor/ Engineer. Remotes with Ghost: Servant also have the G: Remote Presence Special Skill. Remotes with Ghost: Servant don't provide Victory Points to the enemy and are not counted as casualties for the Retreat! rule. If the Doctor/ Engineer is hacked (If he is liable to be hacked) or if he receives a hit from E/M Special Ammunition and fails his BTS roll, his Remote will disconnect automatically because its link is interrupted. The Remote will connect again at the end of the Order in which the Doctor/ Engineer is freed from the hacking or his equipment is repaired. A sepsitorized Doctor/ Engineer can use his Ghost: Servant in the normal way.	Electric Pulse					
Zayin Rebots	C:\Users\u0064666\Pictures\Cards\ImagesFromCB\Aleph\280811-0261-Icon.png	C:\Users\u0064666\Pictures\Cards\ImagesFromCB\Aleph\280811-0261.png	C:\Users\u0064666\Pictures\Cards\ImagesFromCB\Regular.png		6-4	8	11	8	13	0	-3	1	2	1	27	360 Visor, Climbing Plus, G: Remote Presence, Repeater, Total Reaction	360 Visor	The miniature possesses a natural or artificial capacity of seeing his surroundings in 360. A 360 Visor functions automatically and does not require the spending of an Order to be activated. It allows a LoF of 360, so the figure has no blind points and cannot be surprised from behind.  	 Climbing Plus	A miniature with Climbing Plus is specially equipped or gifted at climbing. This Special Skill functions automatically and allows the miniature to climb as many inches as his MOV Attribute, with no need to make a PH Roll. The Climbing Plus Special Skill allows the figure to perform other skills while climbing or hanging from a great height (Climbing+BS per example).  	HMG	Electric Pulse				
Zayin Rebots - Monofilament	C:\Users\u0064666\Pictures\Cards\ImagesFromCB\Aleph\280811-0261-Icon.png	C:\Users\u0064666\Pictures\Cards\ImagesFromCB\Aleph\280811-0261.png	C:\Users\u0064666\Pictures\Cards\ImagesFromCB\Regular.png		6-4	8	11	8	13	0	-3	1	2	1	34	360 Visor, Climbing Plus, G: Remote Presence, Repeater, Total Reaction	360 Visor	The miniature possesses a natural or artificial capacity of seeing his surroundings in 360. A 360 Visor functions automatically and does not require the spending of an Order to be activated. It allows a LoF of 360, so the figure has no blind points and cannot be surprised from behind.  	 Climbing Plus	A miniature with Climbing Plus is specially equipped or gifted at climbing. This Special Skill functions automatically and allows the miniature to climb as many inches as his MOV Attribute, with no need to make a PH Roll. The Climbing Plus Special Skill allows the figure to perform other skills while climbing or hanging from a great height (Climbing+BS per example).  	HMG	Monofilament Mines	Electric Pulse			
Zayin Rebots - E-M LGL	C:\Users\u0064666\Pictures\Cards\ImagesFromCB\Aleph\280811-0261-Icon.png	C:\Users\u0064666\Pictures\Cards\ImagesFromCB\Aleph\280811-0261.png	C:\Users\u0064666\Pictures\Cards\ImagesFromCB\Regular.png		6-4	8	11	8	13	0	-3	1	2	1	36	360 Visor, Climbing Plus, G: Remote Presence, Repeater, Total Reaction	360 Visor	The miniature possesses a natural or artificial capacity of seeing his surroundings in 360. A 360 Visor functions automatically and does not require the spending of an Order to be activated. It allows a LoF of 360, so the figure has no blind points and cannot be surprised from behind.  	 Climbing Plus	A miniature with Climbing Plus is specially equipped or gifted at climbing. This Special Skill functions automatically and allows the miniature to climb as many inches as his MOV Attribute, with no need to make a PH Roll. The Climbing Plus Special Skill allows the figure to perform other skills while climbing or hanging from a great height (Climbing+BS per example).  	HMG	E/M LGL	Electric Pulse			
Posthumans Proxy Mk.1 - Doctor	C:\Users\u0064666\Pictures\Cards\ImagesFromCB\Aleph\280822-0332-Icon.png	C:\Users\u0064666\Pictures\Cards\ImagesFromCB\Aleph\280822-0332.png	C:\Users\u0064666\Pictures\Cards\ImagesFromCB\Regular.png		4-4	13	13	11	15	2	-3	1	1	0	14	Doctor, G: Jumper L1, CH: Mimetism, V: No Wound Incapacitation	Doctor	The miniature is a qualified doctor, with complete training in combat medicine and is a specialist in saving his companions from death. Doctor is a Short Skill that allows the miniature, when in base contact, after passing a WIP Roll, to make his patient pass from the Unconscious state to Normal, with a single Wound. If he fails the WIP Roll, the figure is considered to be Dead and is removed from the game table. Miniatures can be healed as many times as necessary, provided that the WIP rolls are successful. A miniature that has been healed can also benefit later from a MediKit, AutoMediKit, or Regeneration, and vice versa. A figure must be in base to base contact with a patient to use the Doctor Special Skill. A Doctor with the Special Skill V: No Wound Incapacitation who has suffered one Wound can try to heal himself but if he fails the WIP roll he will die automatically.  	 G: Jumper L1	Figures that possess this Special Skill are entities (of artificial origin or not) whose conscience resides in data networks and who can download themselves into different bodies, called Proxies, to interact with the material world.  Figures with Ghost: Jumper L1 have a minimum of two Proxies deployed on the battlefield into which they can download and participate in the excitement of combat. They can jump from one to another to always be in the thick of the action, or they may use it as a way to quickly flee. This Special Skill allows deployment of a minimum of two, and a maximum of three, Proxies on the game table, applying the special deployment rules for those who have them (ie. Infiltration, Airborne Deployment, ...). In an active turn, a player who possess a Ghost: Jumper troop can activate any of its Proxies, without spending any extra Orders, just by placing the Proxy Active (PROXY ACTIVE) Marker beside the Proxy he wants to activate before spending and declaring an Order. Also in an active turn, the Ghost: Jumper can jump from one Proxy to another, without spending any extra Orders, just by placing the Proxy Active Marker beside the Proxy which he is downloading to before spending and declaring an Order. If an active Proxy falls Unconscious or Dead, the Ghost: Jumper will be Unconscious or Dead as well. If the Unconscious Proxy is healed, the Ghost: Jumper will recover with it. However, if the player has deployed an AI Beacon and it is still operational, the Ghost: Jumper can leave the Unconscious or Dead Proxy, automatically placing the Proxy Active Marker beside any of his other Proxies. When all his Proxies are in an Unconscious or Dead state, the Ghost: Jumper will return to the data network automatically and the army loses his Order, until at least one of his Proxies be recovered from Unconscious.  	Combi Rifle	Nanopulser	Pistol	Knife		
Posthumans Proxy Mk.1 - Engineer	C:\Users\u0064666\Pictures\Cards\ImagesFromCB\Aleph\280822-0332-Icon.png	C:\Users\u0064666\Pictures\Cards\ImagesFromCB\Aleph\280822-0332.png	C:\Users\u0064666\Pictures\Cards\ImagesFromCB\Regular.png		4-4	13	13	11	15	2	-3	1	1	0	14	Engineer, G: Jumper L1, CH: Mimetism, V: No Wound Incapacitation	Engineer	Any figure with this Special Skill has the means and technical knowledge required to carry out campaign repairs on faulty or damaged equipment. Engineer is a Short Skill that allows, with a successful Normal WIP Roll, the repair of Structure points (STR) of vehicles or figures (1 point per successful WIP Roll) which he is in base contact with. If the Engineer fails his WIP Roll, the target miniature or structure loses 1 point of STR instead of recovering it.  Engineers can reactivate all weapons, equipment and armour affected by E/M and Adhesive Special Ammunition if they they pass 1 single Normal WIP Roll when in contact with the affected figure. If the Engineer fails the WIP Roll when reactivating, it is considered that the weapon or equipment is permanently shut down with no possibility of recovery.  It is essential that a miniature be in base to base contact with the item he wants to repair.  Figures that posses this Short Skill can also open locks, applying the same Modifiers as Hacking Security and Information (See Advanced Rules: Hacking). In order to open/close a door, base to base contact is required.  Engineer also allows Mines to be deactivated (Antipersonnel and Monofilament), as well as E/Maulers and D-Charges. In order to deactivate a Mine in a same Order, the figure has to come into its action radius (Circular Template) and pass a WIP Roll. If successful, the Mine does not explode and is defused. If the WIP roll is failed, then it explodes, affecting the Engineer as normal.  	 G: Jumper L1	Figures that possess this Special Skill are entities (of artificial origin or not) whose conscience resides in data networks and who can download themselves into different bodies, called Proxies, to interact with the material world.  Figures with Ghost: Jumper L1 have a minimum of two Proxies deployed on the battlefield into which they can download and participate in the excitement of combat. They can jump from one to another to always be in the thick of the action, or they may use it as a way to quickly flee. This Special Skill allows deployment of a minimum of two, and a maximum of three, Proxies on the game table, applying the special deployment rules for those who have them (ie. Infiltration, Airborne Deployment, ...). In an active turn, a player who possess a Ghost: Jumper troop can activate any of its Proxies, without spending any extra Orders, just by placing the Proxy Active (PROXY ACTIVE) Marker beside the Proxy he wants to activate before spending and declaring an Order. Also in an active turn, the Ghost: Jumper can jump from one Proxy to another, without spending any extra Orders, just by placing the Proxy Active Marker beside the Proxy which he is downloading to before spending and declaring an Order. If an active Proxy falls Unconscious or Dead, the Ghost: Jumper will be Unconscious or Dead as well. If the Unconscious Proxy is healed, the Ghost: Jumper will recover with it. However, if the player has deployed an AI Beacon and it is still operational, the Ghost: Jumper can leave the Unconscious or Dead Proxy, automatically placing the Proxy Active Marker beside any of his other Proxies. When all his Proxies are in an Unconscious or Dead state, the Ghost: Jumper will return to the data network automatically and the army loses his Order, until at least one of his Proxies be recovered from Unconscious.  	Combi Rifle	Nanopulser	Pistol	Knife	D-Charges	
Posthumans Proxy Mk.1	C:\Users\u0064666\Pictures\Cards\ImagesFromCB\Aleph\280822-0332-Icon.png	C:\Users\u0064666\Pictures\Cards\ImagesFromCB\Aleph\280822-0332.png	C:\Users\u0064666\Pictures\Cards\ImagesFromCB\Regular.png		4-4	13	13	11	15	2	-3	1	1	0.5	22	Hacker, Hacking Device, G: Jumper L1, CH: Mimetism, V: No Wound Incapacitation	 Hacking Device	This allows computer attacks to be performed against other systems and devices and also to defend against a cyberattack. See Hacker combat rules for details. All Hacking Devices are Repeaters for the other Hackers of the same army. . The Hacking Device Plus has an additional advanced system of Localization-Identification-Liaison that works as a Forward Observer, but only within the Hacker's, or his Repeater's, Zone of Control (8 inches): LoF with the enemy is not required. In order to mark a target with the Hacker Device Plus Forward Observer function, it is necessary to spend an Order and pass a WIP Roll. The target can react by Dodging the marking of the Forward Observer Hacking Device Plus, provided he has LoF.	 G: Jumper L1	Figures that possess this Special Skill are entities (of artificial origin or not) whose conscience resides in data networks and who can download themselves into different bodies, called Proxies, to interact with the material world.  Figures with Ghost: Jumper L1 have a minimum of two Proxies deployed on the battlefield into which they can download and participate in the excitement of combat. They can jump from one to another to always be in the thick of the action, or they may use it as a way to quickly flee. This Special Skill allows deployment of a minimum of two, and a maximum of three, Proxies on the game table, applying the special deployment rules for those who have them (ie. Infiltration, Airborne Deployment, ...). In an active turn, a player who possess a Ghost: Jumper troop can activate any of its Proxies, without spending any extra Orders, just by placing the Proxy Active (PROXY ACTIVE) Marker beside the Proxy he wants to activate before spending and declaring an Order. Also in an active turn, the Ghost: Jumper can jump from one Proxy to another, without spending any extra Orders, just by placing the Proxy Active Marker beside the Proxy which he is downloading to before spending and declaring an Order. If an active Proxy falls Unconscious or Dead, the Ghost: Jumper will be Unconscious or Dead as well. If the Unconscious Proxy is healed, the Ghost: Jumper will recover with it. However, if the player has deployed an AI Beacon and it is still operational, the Ghost: Jumper can leave the Unconscious or Dead Proxy, automatically placing the Proxy Active Marker beside any of his other Proxies. When all his Proxies are in an Unconscious or Dead state, the Ghost: Jumper will return to the data network automatically and the army loses his Order, until at least one of his Proxies be recovered from Unconscious.  	Combi Rifle	Nanopulser	Pistol	Knife		
