UnitNameValue	GIMPTemplate	UnitIcon	UnitPortrait	TrainingIcon	ImpIcon	SectorialSymbol	SectorialAVA	SectorialLinkable	MOVValue	CCValue	BSValue	PHValue	WIPValue	ARMValue	BTSValue	WValue	AVAValue	SWCCost	UnitCost	UnitNotesValue	Ability1Title	Ability1Text	Ability2Title	Ability2Text	Ability3Title	Ability3Text	Ability4Title	Ability4Text	Ability5Title	Ability5Text	Ability6Title	Ability6Text	Weapon1Value	Weapon2Value	Weapon3Value	Weapon4Value	Weapon5Value	InactiveMOVValue	InactiveCCValue	InactiveBSValue	InactivePHValue	InactiveWIPValue	InactiveARMValue	InactiveBTSValue	InactiveWValue 
Knights Hospitaller - HMG	pano.xcf	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\PanO\280260-0389-Icon.png	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\PanO\280260-0389.png	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Regular.png		C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Sectorials\Military_Order_logo.png	4	Yes	4-2	16	14	14	13	4	-6	2	1	2	49	Martial Arts L2, Religious Troop, Sixth Sense L1	Martial Arts L2	Courage: Functions as the Special Skill of Valor: Courage.  	 Religious Troop	The beliefs and teachings of his leaders have turned the miniature into an able warrior, with an unswerving faith that allows him to keep firm when others desist. This Special Skill functions automatically and allows the figure to keep his Order for himself after losing his Lieutenant, in addition to the minimum Orders due to Loss of Lieutenant. In addition the miniature may choose not be affected by the rules of Retreat! If all a player's figures are Religious, then two of them may give up their Orders to elect a new Lieutenant. Otherwise they may continue operating using only their own Orders.  	 Sixth Sense L1	Within a radius of 8 inches, the miniature will be surprised by neither Impersonators, Camouflaged, nor TO Camouflaged miniatures, nor enemies hidden by a Zero Visibility Zone nor can he be attacked from the rear within his Zone of Control. In this way, when attacked from within an 8 inch radius in his Zone of Control, the miniature will answer the assault in a simultaneous fashion with a Face to Face Roll. Figures with Sixth Sense L1 will be able to react against Impersonators, Camouflaged, TO Camouflaged figures and enemies hidden by a Zero Visibility Zone inside their Zone of Control only at the moment of being attacked, acting as if those miniatures were in front of them and revealed but not Camouflaged and not applying the Modifier of -6 for a Zero Visibility Zone. They cannot however react to movements or any other action of Impersonators, Camouflaged and TO Camouflaged foes or troops hidden by a Zero Visibility Zone. This Special Skill functions automatically (No need to spend any Order or make any Roll).  	 						HMG	Pistol	AP CCW												
Knights Hospitaller - Exp	pano.xcf	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\PanO\280260-0389-Icon.png	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\PanO\280260-0389.png	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Regular.png		C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Sectorials\Military_Order_logo.png	4	Yes	4-2	16	14	14	13	4	-6	2	1	0	50	Martial Arts L2, Religious Troop, Sixth Sense L1	Martial Arts L2	Courage: Functions as the Special Skill of Valor: Courage.  	 Religious Troop	The beliefs and teachings of his leaders have turned the miniature into an able warrior, with an unswerving faith that allows him to keep firm when others desist. This Special Skill functions automatically and allows the figure to keep his Order for himself after losing his Lieutenant, in addition to the minimum Orders due to Loss of Lieutenant. In addition the miniature may choose not be affected by the rules of Retreat! If all a player's figures are Religious, then two of them may give up their Orders to elect a new Lieutenant. Otherwise they may continue operating using only their own Orders.  	 Sixth Sense L1	Within a radius of 8 inches, the miniature will be surprised by neither Impersonators, Camouflaged, nor TO Camouflaged miniatures, nor enemies hidden by a Zero Visibility Zone nor can he be attacked from the rear within his Zone of Control. In this way, when attacked from within an 8 inch radius in his Zone of Control, the miniature will answer the assault in a simultaneous fashion with a Face to Face Roll. Figures with Sixth Sense L1 will be able to react against Impersonators, Camouflaged, TO Camouflaged figures and enemies hidden by a Zero Visibility Zone inside their Zone of Control only at the moment of being attacked, acting as if those miniatures were in front of them and revealed but not Camouflaged and not applying the Modifier of -6 for a Zero Visibility Zone. They cannot however react to movements or any other action of Impersonators, Camouflaged and TO Camouflaged foes or troops hidden by a Zero Visibility Zone. This Special Skill functions automatically (No need to spend any Order or make any Roll).  	 						MULTI Rifle	Pistol	EXP CCW												
Knights Hospitaller - Doctor	pano.xcf	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\PanO\280260-0389-Icon.png	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\PanO\280260-0389.png	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Regular.png		C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Sectorials\Military_Order_logo.png	4	Yes	4-2	16	14	14	13	4	-6	2	1	0	52	Doctor, Martial Arts L2, Religious Troop, Sixth Sense L1	Doctor	The miniature is a qualified doctor, with complete training in combat medicine and is a specialist in saving his companions from death. Doctor is a Short Skill that allows the miniature, when in base contact, after passing a WIP Roll, to make his patient pass from the Unconscious state to Normal, with a single Wound. If he fails the WIP Roll, the figure is considered to be Dead and is removed from the game table. Miniatures can be healed as many times as necessary, provided that the WIP rolls are successful. A miniature that has been healed can also benefit later from a MediKit, AutoMediKit, or Regeneration, and vice versa. A figure must be in base to base contact with a patient to use the Doctor Special Skill. A Doctor with the Special Skill V: No Wound Incapacitation who has suffered one Wound can try to heal himself but if he fails the WIP roll he will die automatically.  	 Martial Arts L2	Courage: Functions as the Special Skill of Valor: Courage.  	 Religious Troop	The beliefs and teachings of his leaders have turned the miniature into an able warrior, with an unswerving faith that allows him to keep firm when others desist. This Special Skill functions automatically and allows the figure to keep his Order for himself after losing his Lieutenant, in addition to the minimum Orders due to Loss of Lieutenant. In addition the miniature may choose not be affected by the rules of Retreat! If all a player's figures are Religious, then two of them may give up their Orders to elect a new Lieutenant. Otherwise they may continue operating using only their own Orders.  	 Sixth Sense L1	Within a radius of 8 inches, the miniature will be surprised by neither Impersonators, Camouflaged, nor TO Camouflaged miniatures, nor enemies hidden by a Zero Visibility Zone nor can he be attacked from the rear within his Zone of Control. In this way, when attacked from within an 8 inch radius in his Zone of Control, the miniature will answer the assault in a simultaneous fashion with a Face to Face Roll. Figures with Sixth Sense L1 will be able to react against Impersonators, Camouflaged, TO Camouflaged figures and enemies hidden by a Zero Visibility Zone inside their Zone of Control only at the moment of being attacked, acting as if those miniatures were in front of them and revealed but not Camouflaged and not applying the Modifier of -6 for a Zero Visibility Zone. They cannot however react to movements or any other action of Impersonators, Camouflaged and TO Camouflaged foes or troops hidden by a Zero Visibility Zone. This Special Skill functions automatically (No need to spend any Order or make any Roll).  	 				MULTI Rifle	Pistol	AP CCW												
Knights Hospitaller - Lieutenant	pano.xcf	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\PanO\280260-0389-Icon.png	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\PanO\280260-0389.png	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Regular.png		C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Sectorials\Military_Order_logo.png	4	Yes	4-2	16	14	14	13	4	-6	2	1	0	48	Lieutenant, Martial Arts L2, Religious Troop, Sixth Sense L1	Lieutenant		 Martial Arts L2	Courage: Functions as the Special Skill of Valor: Courage.  	 Religious Troop	The beliefs and teachings of his leaders have turned the miniature into an able warrior, with an unswerving faith that allows him to keep firm when others desist. This Special Skill functions automatically and allows the figure to keep his Order for himself after losing his Lieutenant, in addition to the minimum Orders due to Loss of Lieutenant. In addition the miniature may choose not be affected by the rules of Retreat! If all a player's figures are Religious, then two of them may give up their Orders to elect a new Lieutenant. Otherwise they may continue operating using only their own Orders.  	 Sixth Sense L1	Within a radius of 8 inches, the miniature will be surprised by neither Impersonators, Camouflaged, nor TO Camouflaged miniatures, nor enemies hidden by a Zero Visibility Zone nor can he be attacked from the rear within his Zone of Control. In this way, when attacked from within an 8 inch radius in his Zone of Control, the miniature will answer the assault in a simultaneous fashion with a Face to Face Roll. Figures with Sixth Sense L1 will be able to react against Impersonators, Camouflaged, TO Camouflaged figures and enemies hidden by a Zero Visibility Zone inside their Zone of Control only at the moment of being attacked, acting as if those miniatures were in front of them and revealed but not Camouflaged and not applying the Modifier of -6 for a Zero Visibility Zone. They cannot however react to movements or any other action of Impersonators, Camouflaged and TO Camouflaged foes or troops hidden by a Zero Visibility Zone. This Special Skill functions automatically (No need to spend any Order or make any Roll).  	 				MULTI Rifle	Pistol	AP CCW												
Aquila Guard	pano.xcf	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\PanO\280236-0206-Icon.png	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\PanO\280236-0206.png	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Regular.png		C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Sectorials\Neoterran_Capitaline_Army_logo.png	3	No	4-2	15	15	14	13	4	-6	2	1	0	59	Multispectral Visor L3	Multispectral Visor L3	This works exactly the same as the previous levels but will also allow attacks against a Camouflage or a TO Camouflage Marker without having to pass any Discover roll previously. These attacks against a Marker do not reveal it to the rest of the army. Also, L3 prevents the use of Combat Camouflage and Combat TO Camouflage against its user.  	 										MULTI Rifle	Pistol	Shock CCW												
Aquila Guard - HMG	pano.xcf	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\PanO\280236-0206-Icon.png	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\PanO\280236-0206.png	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Regular.png		C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Sectorials\Neoterran_Capitaline_Army_logo.png	3	No	4-2	15	15	14	13	4	-6	2	1	2	60	Multispectral Visor L3	Multispectral Visor L3	This works exactly the same as the previous levels but will also allow attacks against a Camouflage or a TO Camouflage Marker without having to pass any Discover roll previously. These attacks against a Marker do not reveal it to the rest of the army. Also, L3 prevents the use of Combat Camouflage and Combat TO Camouflage against its user.  	 										HMG	Pistol	Shock CCW												
Aquila Guard - Grenadier	pano.xcf	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\PanO\280236-0206-Icon.png	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\PanO\280236-0206.png	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Regular.png		C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Sectorials\Neoterran_Capitaline_Army_logo.png	3	No	4-2	15	15	14	13	4	-6	2	1	2	66	Multispectral Visor L3	Multispectral Visor L3	This works exactly the same as the previous levels but will also allow attacks against a Camouflage or a TO Camouflage Marker without having to pass any Discover roll previously. These attacks against a Marker do not reveal it to the rest of the army. Also, L3 prevents the use of Combat Camouflage and Combat TO Camouflage against its user.  	 										E/M LGL	MULTI Rifle	Pistol	Shock CCW											
Aquila Guard - Lieutenant	pano.xcf	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\PanO\280236-0206-Icon.png	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\PanO\280236-0206.png	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Regular.png		C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Sectorials\Neoterran_Capitaline_Army_logo.png	3	No	4-2	15	15	14	13	4	-6	2	1	0	59	Lieutenant, Multispectral Visor L3	Lieutenant		 Multispectral Visor L3	This works exactly the same as the previous levels but will also allow attacks against a Camouflage or a TO Camouflage Marker without having to pass any Discover roll previously. These attacks against a Marker do not reveal it to the rest of the army. Also, L3 prevents the use of Combat Camouflage and Combat TO Camouflage against its user.  	 								MULTI Rifle	Pistol	Shock CCW												
Swiss Guard	pano.xcf	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\PanO\280230-0167-Icon.png	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\PanO\280230-0167.png	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Regular.png		C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Sectorials\Neoterran_Capitaline_Army_logo.png	2	No	4-2	15	15	14	13	5	-6	2	1	0	70	CH: TO Camouflage	CH: TO Camouflage	The miniature possesses, besides the Special Skill Camouflage, a Thermo-Optical mimetizing device. This is a system that curves the light around its bearer, rendering him almost invisible and erasing his thermal signature. This sophisticated device also diffuses any possible atmospheric turbulence that its bearer may provoke and prevents his detection by radar or sonar. In game terms, TO Camouflage allows its possessor to perform the following:   Hidden Deployment: It allows the same type of deployment as CH: L-2 Camouflage, but there is no need to make use of a Marker. Provided that he does not move, the figure with CH: TO Camouflage will remain completely invisible. The player must take note of his figure's position in the most detailed possible way (Cover, Prone, etc.) so that the adversary will be able to verify the data in the moment in which he reveals his position. If the miniature moves, the player must place a TO Camouflage Marker, and show his adversary that he really was in that position from the beginning of the battle. If the figure performs any other action, he will have to be replaced by the miniature instead of the Marker. A miniature in Hidden Deployment does not add his Order to the Orders Reserve, as he is not on the game table. However, to carry out his first Order, which reveals his presence on the battlefield, he will not receive the Order from the Orders Reserve but will have to spend his own.   Camouflage in Movement: Allows the miniature to carry out the same Camouflaged Movement allowed by CH: Camouflage.   TO Defensive Camouflage: Allows the miniature the same Defensive Camouflage that CH: Camouflage provides, but a negative Modifier of -6 is applied if someone intends to attack him.   TO Combat Camouflage: Allows the same Combat Camouflage as CH: L-2 Camouflage, with no orders needing to be spent.   Camouflaging again: Functions exactly as CH: L-2 Camouflage	 										MULTI Rifle	Light Shotgun	AP CCW	Pistol											
Swiss Guard - HMG	pano.xcf	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\PanO\280230-0167-Icon.png	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\PanO\280230-0167.png	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Regular.png		C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Sectorials\Neoterran_Capitaline_Army_logo.png	2	No	4-2	15	15	14	13	5	-6	2	1	2	67	CH: TO Camouflage	CH: TO Camouflage	The miniature possesses, besides the Special Skill Camouflage, a Thermo-Optical mimetizing device. This is a system that curves the light around its bearer, rendering him almost invisible and erasing his thermal signature. This sophisticated device also diffuses any possible atmospheric turbulence that its bearer may provoke and prevents his detection by radar or sonar. In game terms, TO Camouflage allows its possessor to perform the following:   Hidden Deployment: It allows the same type of deployment as CH: L-2 Camouflage, but there is no need to make use of a Marker. Provided that he does not move, the figure with CH: TO Camouflage will remain completely invisible. The player must take note of his figure's position in the most detailed possible way (Cover, Prone, etc.) so that the adversary will be able to verify the data in the moment in which he reveals his position. If the miniature moves, the player must place a TO Camouflage Marker, and show his adversary that he really was in that position from the beginning of the battle. If the figure performs any other action, he will have to be replaced by the miniature instead of the Marker. A miniature in Hidden Deployment does not add his Order to the Orders Reserve, as he is not on the game table. However, to carry out his first Order, which reveals his presence on the battlefield, he will not receive the Order from the Orders Reserve but will have to spend his own.   Camouflage in Movement: Allows the miniature to carry out the same Camouflaged Movement allowed by CH: Camouflage.   TO Defensive Camouflage: Allows the miniature the same Defensive Camouflage that CH: Camouflage provides, but a negative Modifier of -6 is applied if someone intends to attack him.   TO Combat Camouflage: Allows the same Combat Camouflage as CH: L-2 Camouflage, with no orders needing to be spent.   Camouflaging again: Functions exactly as CH: L-2 Camouflage	 										HMG	AP CCW	Pistol												
Swiss Guard - Missile	pano.xcf	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\PanO\280230-0167-Icon.png	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\PanO\280230-0167.png	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Regular.png		C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Sectorials\Neoterran_Capitaline_Army_logo.png	2	No	4-2	15	15	14	13	5	-6	2	1	2	74	CH: TO Camouflage	CH: TO Camouflage	The miniature possesses, besides the Special Skill Camouflage, a Thermo-Optical mimetizing device. This is a system that curves the light around its bearer, rendering him almost invisible and erasing his thermal signature. This sophisticated device also diffuses any possible atmospheric turbulence that its bearer may provoke and prevents his detection by radar or sonar. In game terms, TO Camouflage allows its possessor to perform the following:   Hidden Deployment: It allows the same type of deployment as CH: L-2 Camouflage, but there is no need to make use of a Marker. Provided that he does not move, the figure with CH: TO Camouflage will remain completely invisible. The player must take note of his figure's position in the most detailed possible way (Cover, Prone, etc.) so that the adversary will be able to verify the data in the moment in which he reveals his position. If the miniature moves, the player must place a TO Camouflage Marker, and show his adversary that he really was in that position from the beginning of the battle. If the figure performs any other action, he will have to be replaced by the miniature instead of the Marker. A miniature in Hidden Deployment does not add his Order to the Orders Reserve, as he is not on the game table. However, to carry out his first Order, which reveals his presence on the battlefield, he will not receive the Order from the Orders Reserve but will have to spend his own.   Camouflage in Movement: Allows the miniature to carry out the same Camouflaged Movement allowed by CH: Camouflage.   TO Defensive Camouflage: Allows the miniature the same Defensive Camouflage that CH: Camouflage provides, but a negative Modifier of -6 is applied if someone intends to attack him.   TO Combat Camouflage: Allows the same Combat Camouflage as CH: L-2 Camouflage, with no orders needing to be spent.   Camouflaging again: Functions exactly as CH: L-2 Camouflage	 										Missile Launcher	AP CCW	Pistol												
Swiss Guard - Hacker	pano.xcf	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\PanO\280230-0167-Icon.png	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\PanO\280230-0167.png	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Regular.png		C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Sectorials\Neoterran_Capitaline_Army_logo.png	2	No	4-2	15	15	14	13	5	-6	2	1	0.5	82	Hacker, Hacking Device, CH: TO Camouflage	Hacker		 Hacking Device	This allows computer attacks to be performed against other systems and devices and also to defend against a cyberattack. See Hacker combat rules for details. All Hacking Devices are Repeaters for the other Hackers of the same army. . The Hacking Device Plus has an additional advanced system of Localization-Identification-Liaison that works as a Forward Observer, but only within the Hacker's, or his Repeater's, Zone of Control (8 inches): LoF with the enemy is not required. In order to mark a target with the Hacker Device Plus Forward Observer function, it is necessary to spend an Order and pass a WIP Roll. The target can react by Dodging the marking of the Forward Observer Hacking Device Plus, provided he has LoF.	 CH: TO Camouflage	The miniature possesses, besides the Special Skill Camouflage, a Thermo-Optical mimetizing device. This is a system that curves the light around its bearer, rendering him almost invisible and erasing his thermal signature. This sophisticated device also diffuses any possible atmospheric turbulence that its bearer may provoke and prevents his detection by radar or sonar. In game terms, TO Camouflage allows its possessor to perform the following:   Hidden Deployment: It allows the same type of deployment as CH: L-2 Camouflage, but there is no need to make use of a Marker. Provided that he does not move, the figure with CH: TO Camouflage will remain completely invisible. The player must take note of his figure's position in the most detailed possible way (Cover, Prone, etc.) so that the adversary will be able to verify the data in the moment in which he reveals his position. If the miniature moves, the player must place a TO Camouflage Marker, and show his adversary that he really was in that position from the beginning of the battle. If the figure performs any other action, he will have to be replaced by the miniature instead of the Marker. A miniature in Hidden Deployment does not add his Order to the Orders Reserve, as he is not on the game table. However, to carry out his first Order, which reveals his presence on the battlefield, he will not receive the Order from the Orders Reserve but will have to spend his own.   Camouflage in Movement: Allows the miniature to carry out the same Camouflaged Movement allowed by CH: Camouflage.   TO Defensive Camouflage: Allows the miniature the same Defensive Camouflage that CH: Camouflage provides, but a negative Modifier of -6 is applied if someone intends to attack him.   TO Combat Camouflage: Allows the same Combat Camouflage as CH: L-2 Camouflage, with no orders needing to be spent.   Camouflaging again: Functions exactly as CH: L-2 Camouflage	 						MULTI Rifle	Light Shotgun	AP CCW	Pistol											
Swiss Guard - Lieutenant	pano.xcf	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\PanO\280230-0167-Icon.png	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\PanO\280230-0167.png	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Regular.png		C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Sectorials\Neoterran_Capitaline_Army_logo.png	2	No	4-2	15	15	14	13	5	-6	2	1	1	70	Lieutenant, CH: TO Camouflage	Lieutenant		 CH: TO Camouflage	The miniature possesses, besides the Special Skill Camouflage, a Thermo-Optical mimetizing device. This is a system that curves the light around its bearer, rendering him almost invisible and erasing his thermal signature. This sophisticated device also diffuses any possible atmospheric turbulence that its bearer may provoke and prevents his detection by radar or sonar. In game terms, TO Camouflage allows its possessor to perform the following:   Hidden Deployment: It allows the same type of deployment as CH: L-2 Camouflage, but there is no need to make use of a Marker. Provided that he does not move, the figure with CH: TO Camouflage will remain completely invisible. The player must take note of his figure's position in the most detailed possible way (Cover, Prone, etc.) so that the adversary will be able to verify the data in the moment in which he reveals his position. If the miniature moves, the player must place a TO Camouflage Marker, and show his adversary that he really was in that position from the beginning of the battle. If the figure performs any other action, he will have to be replaced by the miniature instead of the Marker. A miniature in Hidden Deployment does not add his Order to the Orders Reserve, as he is not on the game table. However, to carry out his first Order, which reveals his presence on the battlefield, he will not receive the Order from the Orders Reserve but will have to spend his own.   Camouflage in Movement: Allows the miniature to carry out the same Camouflaged Movement allowed by CH: Camouflage.   TO Defensive Camouflage: Allows the miniature the same Defensive Camouflage that CH: Camouflage provides, but a negative Modifier of -6 is applied if someone intends to attack him.   TO Combat Camouflage: Allows the same Combat Camouflage as CH: L-2 Camouflage, with no orders needing to be spent.   Camouflaging again: Functions exactly as CH: L-2 Camouflage	 								MULTI Rifle	Light Shotgun	AP CCW	Pistol											
Armoured Cavalry	pano.xcf	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\PanO\280203-0007-Icon.png	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\PanO\280203-0007.png	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Regular.png		C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Sectorials\Neoterran_Capitaline_Army_logo.png	2	No	6-4	18	15	17	12	8	-6	3	1	2	101	ECM, G: Remote Presence	ECM	Electronic Countermeasures. This term encompasses all devices that vehicles and T.A.G.s use to avoid and neutralize incoming enemy guided projectiles. Standard ECM includes a system of fire detection, localization and proximity radars as well as small battery of micromissiles loaded with nanotechnological chaff. This equipment tampers with the systems of enemy guided projectiles, forcing them to deviate from their target and to explode out of range. ECM from Ariadna are similar to modern ones, although comparatively bigger. Instead of nanotech micromissiles, their ECM systems are equipped with a battery of rockets that create a wall of explosions that detonate enemy guided projectiles. ECM has a standard level of 5, requiring a Normal Roll of 5 or less for each incoming guided projectiles to deflect and detonate the projectile without causing any damage. ECM functions automatically and does not require spending of any Orders or having LoF and can be used in ARO. ECM allows reacting in ARO against enemy guided projectiles.  	 G: Remote Presence	Remote Presence: This Special Skill is possessed by Remotes and unmanned T.A.G.s. Remotes have pseudo-AIs and expert programs that rule their behaviour in combat, operating in pure logic where fear has no place. In the case of Remote Presence T.A.G.s, the driver is not physically present on the battlefield and remotely controls it from a safe distance. Remote Presence is considered confers the Valor: Courage Special Skill. Figures with Remote Presence cannot have a Cube.  	 								MULTI HMG	Heavy GL													
Armoured Cavalry - Flamer	pano.xcf	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\PanO\280203-0007-Icon.png	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\PanO\280203-0007.png	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Regular.png		C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Sectorials\Neoterran_Capitaline_Army_logo.png	2	No	6-4	18	15	17	12	8	-6	3	1	2	93	ECM, G: Remote Presence	ECM	Electronic Countermeasures. This term encompasses all devices that vehicles and T.A.G.s use to avoid and neutralize incoming enemy guided projectiles. Standard ECM includes a system of fire detection, localization and proximity radars as well as small battery of micromissiles loaded with nanotechnological chaff. This equipment tampers with the systems of enemy guided projectiles, forcing them to deviate from their target and to explode out of range. ECM from Ariadna are similar to modern ones, although comparatively bigger. Instead of nanotech micromissiles, their ECM systems are equipped with a battery of rockets that create a wall of explosions that detonate enemy guided projectiles. ECM has a standard level of 5, requiring a Normal Roll of 5 or less for each incoming guided projectiles to deflect and detonate the projectile without causing any damage. ECM functions automatically and does not require spending of any Orders or having LoF and can be used in ARO. ECM allows reacting in ARO against enemy guided projectiles.  	 G: Remote Presence	Remote Presence: This Special Skill is possessed by Remotes and unmanned T.A.G.s. Remotes have pseudo-AIs and expert programs that rule their behaviour in combat, operating in pure logic where fear has no place. In the case of Remote Presence T.A.G.s, the driver is not physically present on the battlefield and remotely controls it from a safe distance. Remote Presence is considered confers the Valor: Courage Special Skill. Figures with Remote Presence cannot have a Cube.  	 								MULTI HMG	Heavy Flamethrower													
Armoured Cavalry - Lieutenant	pano.xcf	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\PanO\280203-0007-Icon.png	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\PanO\280203-0007.png	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Regular.png		C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Sectorials\Neoterran_Capitaline_Army_logo.png	2	No	6-4	18	15	17	12	8	-6	3	1	2	101	Lieutenant, ECM, G: Remote Presence	Lieutenant		 ECM	Electronic Countermeasures. This term encompasses all devices that vehicles and T.A.G.s use to avoid and neutralize incoming enemy guided projectiles. Standard ECM includes a system of fire detection, localization and proximity radars as well as small battery of micromissiles loaded with nanotechnological chaff. This equipment tampers with the systems of enemy guided projectiles, forcing them to deviate from their target and to explode out of range. ECM from Ariadna are similar to modern ones, although comparatively bigger. Instead of nanotech micromissiles, their ECM systems are equipped with a battery of rockets that create a wall of explosions that detonate enemy guided projectiles. ECM has a standard level of 5, requiring a Normal Roll of 5 or less for each incoming guided projectiles to deflect and detonate the projectile without causing any damage. ECM functions automatically and does not require spending of any Orders or having LoF and can be used in ARO. ECM allows reacting in ARO against enemy guided projectiles.  	 G: Remote Presence	Remote Presence: This Special Skill is possessed by Remotes and unmanned T.A.G.s. Remotes have pseudo-AIs and expert programs that rule their behaviour in combat, operating in pure logic where fear has no place. In the case of Remote Presence T.A.G.s, the driver is not physically present on the battlefield and remotely controls it from a safe distance. Remote Presence is considered confers the Valor: Courage Special Skill. Figures with Remote Presence cannot have a Cube.  	 						MULTI HMG	Heavy GL													
