UnitNameValue	GIMPTemplate	UnitIcon	UnitPortrait	TrainingIcon	ImpIcon	SectorialSymbol	SectorialAVA	SectorialLinkable	MOVValue	CCValue	BSValue	PHValue	WIPValue	ARMValue	BTSValue	WValue	AVAValue	SWCCost	UnitCost	UnitNotesValue	Ability1Title	Ability1Text	Ability2Title	Ability2Text	Ability3Title	Ability3Text	Ability4Title	Ability4Text	Ability5Title	Ability5Text	Ability6Title	Ability6Text	Weapon1Value	Weapon2Value	Weapon3Value	Weapon4Value	Weapon5Value	InactiveMOVValue	InactiveCCValue	InactiveBSValue	InactivePHValue	InactiveWIPValue	InactiveARMValue	InactiveBTSValue	InactiveWValue 
Reverend Moiras - Lieutenant	nomads.xcf	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Nomads\280561-0407-Icon.png	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Nomads\280561-0407.png	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Regular.png		C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Sectorials\Bakunin_Jurisdictional_Commando_logo.png	4	Yes	4-2	14	12	12	14	3	0	1	2	1	38	Lieutenant, Multiterrain, ODD: Optical Disruptor, Religious Troop	Lieutenant		 Multiterrain	Troops with Multiterrain Skill prepare themselves extensively for every mission, training with simulators or in zones that approximate the location where they will carry out their operations. Those troops stationed in adverse environments that include several types of Special Terrain (Aquatic and Jungle, for instance) will also possess Multiterrain. Before starting the battle, figures with Multiterrain will be able to choose in which type of terrain they will be specialized (See Terrain section). They will only be able to choose one type out of the five possible types (Aquatic, Desert, Mountain, Jungle, or Zero-G) and will reduce the MV difficulty of that Terrain by one level. This Special Skill is automatic and does not require any Order to be activated.  	 ODD: Optical Disruptor	This Special Skill produces a personal field of photonic perturbation, frustrating any attempt to aim at its bearer. It allows the possessor, without spending any Order or making any roll, to deploy with an activated OD. During the battle, any figure trying to aim at the possessor of an OD will suffer a -6 to his BS Attribute rolls 2.  	 Religious Troop	The beliefs and teachings of his leaders have turned the miniature into an able warrior, with an unswerving faith that allows him to keep firm when others desist. This Special Skill functions automatically and allows the figure to keep his Order for himself after losing his Lieutenant, in addition to the minimum Orders due to Loss of Lieutenant. In addition the miniature may choose not be affected by the rules of Retreat! If all a player's figures are Religious, then two of them may give up their Orders to elect a new Lieutenant. Otherwise they may continue operating using only their own Orders.  	 				MULTI Rifle	Pistol	Shock CCW												
Mobile Brigada	nomads.xcf	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Nomads\280505-0050-Icon.png	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Nomads\280505-0050.png	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Regular.png		C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Sectorials\Corregidor_Jurisdictional_Command_logo.png	6	Yes	4-2	15	13	14	13	4	-3	2	2	0	43	V: Courage	V: Courage	Courage avoids, without spending any Order, the WIP Roll that is compulsory after surviving the impact of a ballistic weapon but the figure does not wish to move to cover (The Guts Roll made after a successful ARM Roll). The figure is not required to keep his position if he does not want to.  	 										MULTI Rifle	Light Flamethrower	Knife	Pistol											
Mobile Brigada - HMG	nomads.xcf	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Nomads\280505-0050-Icon.png	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Nomads\280505-0050.png	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Regular.png		C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Sectorials\Corregidor_Jurisdictional_Command_logo.png	6	Yes	4-2	15	13	14	13	4	-3	2	2	2	43	V: Courage	V: Courage	Courage avoids, without spending any Order, the WIP Roll that is compulsory after surviving the impact of a ballistic weapon but the figure does not wish to move to cover (The Guts Roll made after a successful ARM Roll). The figure is not required to keep his position if he does not want to.  	 										HMG	Knife	Pistol												
Mobile Brigada - Shotgun	nomads.xcf	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Nomads\280505-0050-Icon.png	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Nomads\280505-0050.png	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Regular.png		C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Sectorials\Corregidor_Jurisdictional_Command_logo.png	6	Yes	4-2	15	13	14	13	4	-3	2	2	0	34	V: Courage	V: Courage	Courage avoids, without spending any Order, the WIP Roll that is compulsory after surviving the impact of a ballistic weapon but the figure does not wish to move to cover (The Guts Roll made after a successful ARM Roll). The figure is not required to keep his position if he does not want to.  	 										Boarding Shotgun	Knife	Pistol												
Mobile Brigada - Lieutenant	nomads.xcf	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Nomads\280505-0050-Icon.png	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Nomads\280505-0050.png	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Regular.png		C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Sectorials\Corregidor_Jurisdictional_Command_logo.png	6	Yes	4-2	15	13	14	13	4	-3	2	2	0	43	Lieutenant, V: Courage	Lieutenant		 V: Courage	Courage avoids, without spending any Order, the WIP Roll that is compulsory after surviving the impact of a ballistic weapon but the figure does not wish to move to cover (The Guts Roll made after a successful ARM Roll). The figure is not required to keep his position if he does not want to.  	 								MULTI Rifle	Light Flamethrower	Knife	Pistol											
Lizard	nomads.xcf	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Nomads\280522-0139-Icon.png	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Nomads\280522-0139.png	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Regular.png		C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Sectorials\Bakunin_Jurisdictional_Commando_logo.png	1	No	6-4	17	14	17	13	8	-6	3	1	2	96	ECM	ECM	Electronic Countermeasures. This term encompasses all devices that vehicles and T.A.G.s use to avoid and neutralize incoming enemy guided projectiles. Standard ECM includes a system of fire detection, localization and proximity radars as well as small battery of micromissiles loaded with nanotechnological chaff. This equipment tampers with the systems of enemy guided projectiles, forcing them to deviate from their target and to explode out of range. ECM from Ariadna are similar to modern ones, although comparatively bigger. Instead of nanotech micromissiles, their ECM systems are equipped with a battery of rockets that create a wall of explosions that detonate enemy guided projectiles. ECM has a standard level of 5, requiring a Normal Roll of 5 or less for each incoming guided projectiles to deflect and detonate the projectile without causing any damage. ECM functions automatically and does not require spending of any Orders or having LoF and can be used in ARO. ECM allows reacting in ARO against enemy guided projectiles.  	 										MULTI HMG	Heavy GL													
Lizard - Flamer	nomads.xcf	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Nomads\280522-0139-Icon.png	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Nomads\280522-0139.png	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Regular.png		C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Sectorials\Bakunin_Jurisdictional_Commando_logo.png	1	No	6-4	17	14	17	13	8	-6	3	1	2	88	ECM	ECM	Electronic Countermeasures. This term encompasses all devices that vehicles and T.A.G.s use to avoid and neutralize incoming enemy guided projectiles. Standard ECM includes a system of fire detection, localization and proximity radars as well as small battery of micromissiles loaded with nanotechnological chaff. This equipment tampers with the systems of enemy guided projectiles, forcing them to deviate from their target and to explode out of range. ECM from Ariadna are similar to modern ones, although comparatively bigger. Instead of nanotech micromissiles, their ECM systems are equipped with a battery of rockets that create a wall of explosions that detonate enemy guided projectiles. ECM has a standard level of 5, requiring a Normal Roll of 5 or less for each incoming guided projectiles to deflect and detonate the projectile without causing any damage. ECM functions automatically and does not require spending of any Orders or having LoF and can be used in ARO. ECM allows reacting in ARO against enemy guided projectiles.  	 										MULTI HMG	Heavy Flamethrower													
Szalamandra	nomads.xcf	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Nomads\280511-0062-Icon.png	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Nomads\280511-0062.png	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Regular.png					6-4	17	14	17	13	8	-9	3	1	2	90	ECM	ECM	Electronic Countermeasures. This term encompasses all devices that vehicles and T.A.G.s use to avoid and neutralize incoming enemy guided projectiles. Standard ECM includes a system of fire detection, localization and proximity radars as well as small battery of micromissiles loaded with nanotechnological chaff. This equipment tampers with the systems of enemy guided projectiles, forcing them to deviate from their target and to explode out of range. ECM from Ariadna are similar to modern ones, although comparatively bigger. Instead of nanotech micromissiles, their ECM systems are equipped with a battery of rockets that create a wall of explosions that detonate enemy guided projectiles. ECM has a standard level of 5, requiring a Normal Roll of 5 or less for each incoming guided projectiles to deflect and detonate the projectile without causing any damage. ECM functions automatically and does not require spending of any Orders or having LoF and can be used in ARO. ECM allows reacting in ARO against enemy guided projectiles.  	 										HMC	Heavy Flamethrower													
Zeros	nomads.xcf	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Nomads\280550-0327-Icon.png	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Nomads\280550-0327.png	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Regular.png		C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Sectorials\Bakunin_Jurisdictional_Commando_logo.png	3	No	4-4	13	11	12	13	0	0	1	2	0	18	CH: Camouflage, Infiltration	CH: Camouflage	The miniature has a special capacity, be it natural or learned, for hiding and stealth. He will also have chameleonic tools available: photoreactive cells and variable/ combinable environment patterns. These clothing-incorporated systems will merge the miniature with his surroundings. The Special Skill of Camouflage allows its owner to perform:   Camouflaged Deployment: This use is exclusive to the deployment phase and does not require the spending of any Orders or making of rolls. The miniature is not deployed in the usual way: a Camouflage Marker is placed instead. This type of Deployment also allows 3 miniatures (All with the Special Skill of Camouflage) to be deployed under the same Marker. One or more miniatures can be separated from the group at any point in the game, moving as a separate Camouflage Marker. All the figures placed under the Camouflage Marker are revealed if the adversary makes a successful Discover Roll, or if some of the figures perform an Order that uncovers them. When revealed, figures must appear no more than inch of distance from each other, although the player can place them facing however he likes. In game terms, a Camouflage Marker is always the same height as a base troop figure from its own army (Unless it has a Prone Marker beside it).   Camouflage in Movement: This allows the player to move the miniature without placing him on the battlefield. Only his Camouflage Marker will move. When several miniatures are moved under the same Camouflage Marker, they behave as if they were only one miniature. If they have different MOV values, the lowest is always used. The only Skills whose execution does not automatically rreveal the camouflaged figures are Cautious Movement and all Short Skills of Movement that do not require any roll (except Alert). The camouflaged figure reveals automatically when it is in base contact with another figure. If the figure is Discovered or is automatically revealed, the Camouflage Marker is replaced by its miniature (or miniatures), facing how the player prefers. If a Camouflage Marker does not perform anything but MOV in his turn, even if it crosses a Suppression Fire zone or a figure's ZC, the only ARO that can be executed against it is Discover or Change Facing.   Defensive Camouflage: To act against a Camouflage Marker, enemies must succeed in a Discover roll with a -3 Modifier. If the roll is failed, the camouflaged figure is not perceived and may not be a target of BS, CC, or any other Skill (Hacking, Sepsitor, etc.). If the Camouflaged miniature (Or miniatures, if they are clustered) is discovered, it will have to be placed on the battlefield, substituting the Camouflage Maker and losing all the advantages of Camouflage in Movement and Combat, but still complicating any BS Roll against him with a Modifier of -3. When placing the figure over terrain, he can face any direction his owner chooses.   Combat Camouflage: This allows a miniature in a camouflaged state to make a BS, Forward Observer, Sepsitor or Hacking attack before his opponent does. This attack is made with a Normal Roll. If the adversary survives the attack, he may then make any attacks he may have declared in ARO which are also made as Normal Rolls, with -3 to BS if shooting at the revealed figure. After this, the player will have to replace the Camouflage Marker with the correct figure. Combat Camouflage is only available for use with Ballistic Skills. In ARO, the reactions of Camouflaged soldiers are simultaneous to the Order they react to, so Face to Face Rolls will be made. If the Camouflaged figure receives an Intuitive Attack without having been Discovered first, he will have to reveal himself even if he passes the ARM Roll, removing the Camouflage Marker and placing the real figure. In the same way, if he is affected by a Template but the target was another figure, he will have to make an ARM Roll, revealing himself whether he passes the roll or not.   Camouflaging Again: When a figure has lost the Camouflaged status (It is represented by its figure and not a Camouflage Marker), he can recover his former status by spending 1 Order, provided that he is not in the LoF of any enemy miniatures. A figure in TO Camouflage in LoF of a miniature that intends to Camouflage itself again will have to reveal himself if he desires to prevent his enemy from re-entering Camouflaged status.	 Infiltration	Due to his ability to move stealthily, the miniature will be able to infiltrate the enemy's lines without being noticed. The use of the Infiltrate Special Skill is only allowed in the Deployment Phase. Infiltration allows a miniature the following options:   Option A: The miniature can be deployed, without having to spend an Order or make a Roll, up to the central area of the game table (within the half corresponding to his army). He is deployed in Camouflage or TO Camouflage status if applicable.   Option B: If the miniature wants to go further into enemy territory, he must to pass a Normal Roll of PH. Each 4 inch strip of distance advanced into enemy territory will add a cumulative Modifier of -1 to the roll. If he fails the roll, the Dispersion rule must now be applied. The centre of the Circular Template must be placed at the point in the battlefield where the figure wished to Infiltrate, with the number 1 pointing to the centre of the game table, multiplying the Failure Category by 2.5 (FC x 2.5) to determine where to place the infiltrator. Moreover, the miniature will lose the Camouflaged Deployment and Hidden Deployment options provided by the CH: Camouflage and CH: TO Camouflage Special Skills.   It is not allowed to Infiltrate inside the enemy's Zone of Deployment, or in base contact with another figure. If Dispersion would place the miniature in either position, move the figure back towards its initial Infiltration point until it is no longer in an illegal position; ie. the figure will be placed on the limit of the enemy's Zone of Deployment closest to the initial Infiltration point.  	 								Combi Rifle	Antipersonnel Mines	Knife	Pistol											
Zeros - Minelayer	nomads.xcf	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Nomads\280550-0327-Icon.png	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Nomads\280550-0327.png	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Regular.png		C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Sectorials\Bakunin_Jurisdictional_Commando_logo.png	3	No	4-4	13	11	12	13	0	0	1	2	0.5	19	Minelayer, CH: Camouflage, Infiltration	Minelayer	Minelayers secure their force's deployment zone by placing Mines in close proximity to prevent the approach of enemy troopers. During Deployment, figures possessing this Special Skill can place inside their ZC a Camo Marker which represents a camouflaged Mine, or a Marker representing the deployable weapon with which he is equipped (E/Mauler, Deployable Repeater). It may not be placed if any enemy troop is inside the area of effect of the deployable weapon. If the figure deploys using the Infiltration Special Skill and fails the PH roll, then a Mine Marker will be placed instead of a Camouflage marker. The Minelayer Special Skill is automatic and it does not require the spending of any Orders or the making of any rolls. The deployed weapon or equipment must be deducted from those carried by the figure.	 CH: Camouflage	The miniature has a special capacity, be it natural or learned, for hiding and stealth. He will also have chameleonic tools available: photoreactive cells and variable/ combinable environment patterns. These clothing-incorporated systems will merge the miniature with his surroundings. The Special Skill of Camouflage allows its owner to perform:   Camouflaged Deployment: This use is exclusive to the deployment phase and does not require the spending of any Orders or making of rolls. The miniature is not deployed in the usual way: a Camouflage Marker is placed instead. This type of Deployment also allows 3 miniatures (All with the Special Skill of Camouflage) to be deployed under the same Marker. One or more miniatures can be separated from the group at any point in the game, moving as a separate Camouflage Marker. All the figures placed under the Camouflage Marker are revealed if the adversary makes a successful Discover Roll, or if some of the figures perform an Order that uncovers them. When revealed, figures must appear no more than inch of distance from each other, although the player can place them facing however he likes. In game terms, a Camouflage Marker is always the same height as a base troop figure from its own army (Unless it has a Prone Marker beside it).   Camouflage in Movement: This allows the player to move the miniature without placing him on the battlefield. Only his Camouflage Marker will move. When several miniatures are moved under the same Camouflage Marker, they behave as if they were only one miniature. If they have different MOV values, the lowest is always used. The only Skills whose execution does not automatically rreveal the camouflaged figures are Cautious Movement and all Short Skills of Movement that do not require any roll (except Alert). The camouflaged figure reveals automatically when it is in base contact with another figure. If the figure is Discovered or is automatically revealed, the Camouflage Marker is replaced by its miniature (or miniatures), facing how the player prefers. If a Camouflage Marker does not perform anything but MOV in his turn, even if it crosses a Suppression Fire zone or a figure's ZC, the only ARO that can be executed against it is Discover or Change Facing.   Defensive Camouflage: To act against a Camouflage Marker, enemies must succeed in a Discover roll with a -3 Modifier. If the roll is failed, the camouflaged figure is not perceived and may not be a target of BS, CC, or any other Skill (Hacking, Sepsitor, etc.). If the Camouflaged miniature (Or miniatures, if they are clustered) is discovered, it will have to be placed on the battlefield, substituting the Camouflage Maker and losing all the advantages of Camouflage in Movement and Combat, but still complicating any BS Roll against him with a Modifier of -3. When placing the figure over terrain, he can face any direction his owner chooses.   Combat Camouflage: This allows a miniature in a camouflaged state to make a BS, Forward Observer, Sepsitor or Hacking attack before his opponent does. This attack is made with a Normal Roll. If the adversary survives the attack, he may then make any attacks he may have declared in ARO which are also made as Normal Rolls, with -3 to BS if shooting at the revealed figure. After this, the player will have to replace the Camouflage Marker with the correct figure. Combat Camouflage is only available for use with Ballistic Skills. In ARO, the reactions of Camouflaged soldiers are simultaneous to the Order they react to, so Face to Face Rolls will be made. If the Camouflaged figure receives an Intuitive Attack without having been Discovered first, he will have to reveal himself even if he passes the ARM Roll, removing the Camouflage Marker and placing the real figure. In the same way, if he is affected by a Template but the target was another figure, he will have to make an ARM Roll, revealing himself whether he passes the roll or not.   Camouflaging Again: When a figure has lost the Camouflaged status (It is represented by its figure and not a Camouflage Marker), he can recover his former status by spending 1 Order, provided that he is not in the LoF of any enemy miniatures. A figure in TO Camouflage in LoF of a miniature that intends to Camouflage itself again will have to reveal himself if he desires to prevent his enemy from re-entering Camouflaged status.	 Infiltration	Due to his ability to move stealthily, the miniature will be able to infiltrate the enemy's lines without being noticed. The use of the Infiltrate Special Skill is only allowed in the Deployment Phase. Infiltration allows a miniature the following options:   Option A: The miniature can be deployed, without having to spend an Order or make a Roll, up to the central area of the game table (within the half corresponding to his army). He is deployed in Camouflage or TO Camouflage status if applicable.   Option B: If the miniature wants to go further into enemy territory, he must to pass a Normal Roll of PH. Each 4 inch strip of distance advanced into enemy territory will add a cumulative Modifier of -1 to the roll. If he fails the roll, the Dispersion rule must now be applied. The centre of the Circular Template must be placed at the point in the battlefield where the figure wished to Infiltrate, with the number 1 pointing to the centre of the game table, multiplying the Failure Category by 2.5 (FC x 2.5) to determine where to place the infiltrator. Moreover, the miniature will lose the Camouflaged Deployment and Hidden Deployment options provided by the CH: Camouflage and CH: TO Camouflage Special Skills.   It is not allowed to Infiltrate inside the enemy's Zone of Deployment, or in base contact with another figure. If Dispersion would place the miniature in either position, move the figure back towards its initial Infiltration point until it is no longer in an illegal position; ie. the figure will be placed on the limit of the enemy's Zone of Deployment closest to the initial Infiltration point.  	 						Combi Rifle	Antipersonnel Mines	Knife	Pistol											
Zeros - Shotgun	nomads.xcf	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Nomads\280550-0327-Icon.png	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Nomads\280550-0327.png	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Regular.png		C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Sectorials\Bakunin_Jurisdictional_Commando_logo.png	3	No	4-4	13	11	12	13	0	0	1	2	0	18	CH: Camouflage, Infiltration	CH: Camouflage	The miniature has a special capacity, be it natural or learned, for hiding and stealth. He will also have chameleonic tools available: photoreactive cells and variable/ combinable environment patterns. These clothing-incorporated systems will merge the miniature with his surroundings. The Special Skill of Camouflage allows its owner to perform:   Camouflaged Deployment: This use is exclusive to the deployment phase and does not require the spending of any Orders or making of rolls. The miniature is not deployed in the usual way: a Camouflage Marker is placed instead. This type of Deployment also allows 3 miniatures (All with the Special Skill of Camouflage) to be deployed under the same Marker. One or more miniatures can be separated from the group at any point in the game, moving as a separate Camouflage Marker. All the figures placed under the Camouflage Marker are revealed if the adversary makes a successful Discover Roll, or if some of the figures perform an Order that uncovers them. When revealed, figures must appear no more than inch of distance from each other, although the player can place them facing however he likes. In game terms, a Camouflage Marker is always the same height as a base troop figure from its own army (Unless it has a Prone Marker beside it).   Camouflage in Movement: This allows the player to move the miniature without placing him on the battlefield. Only his Camouflage Marker will move. When several miniatures are moved under the same Camouflage Marker, they behave as if they were only one miniature. If they have different MOV values, the lowest is always used. The only Skills whose execution does not automatically rreveal the camouflaged figures are Cautious Movement and all Short Skills of Movement that do not require any roll (except Alert). The camouflaged figure reveals automatically when it is in base contact with another figure. If the figure is Discovered or is automatically revealed, the Camouflage Marker is replaced by its miniature (or miniatures), facing how the player prefers. If a Camouflage Marker does not perform anything but MOV in his turn, even if it crosses a Suppression Fire zone or a figure's ZC, the only ARO that can be executed against it is Discover or Change Facing.   Defensive Camouflage: To act against a Camouflage Marker, enemies must succeed in a Discover roll with a -3 Modifier. If the roll is failed, the camouflaged figure is not perceived and may not be a target of BS, CC, or any other Skill (Hacking, Sepsitor, etc.). If the Camouflaged miniature (Or miniatures, if they are clustered) is discovered, it will have to be placed on the battlefield, substituting the Camouflage Maker and losing all the advantages of Camouflage in Movement and Combat, but still complicating any BS Roll against him with a Modifier of -3. When placing the figure over terrain, he can face any direction his owner chooses.   Combat Camouflage: This allows a miniature in a camouflaged state to make a BS, Forward Observer, Sepsitor or Hacking attack before his opponent does. This attack is made with a Normal Roll. If the adversary survives the attack, he may then make any attacks he may have declared in ARO which are also made as Normal Rolls, with -3 to BS if shooting at the revealed figure. After this, the player will have to replace the Camouflage Marker with the correct figure. Combat Camouflage is only available for use with Ballistic Skills. In ARO, the reactions of Camouflaged soldiers are simultaneous to the Order they react to, so Face to Face Rolls will be made. If the Camouflaged figure receives an Intuitive Attack without having been Discovered first, he will have to reveal himself even if he passes the ARM Roll, removing the Camouflage Marker and placing the real figure. In the same way, if he is affected by a Template but the target was another figure, he will have to make an ARM Roll, revealing himself whether he passes the roll or not.   Camouflaging Again: When a figure has lost the Camouflaged status (It is represented by its figure and not a Camouflage Marker), he can recover his former status by spending 1 Order, provided that he is not in the LoF of any enemy miniatures. A figure in TO Camouflage in LoF of a miniature that intends to Camouflage itself again will have to reveal himself if he desires to prevent his enemy from re-entering Camouflaged status.	 Infiltration	Due to his ability to move stealthily, the miniature will be able to infiltrate the enemy's lines without being noticed. The use of the Infiltrate Special Skill is only allowed in the Deployment Phase. Infiltration allows a miniature the following options:   Option A: The miniature can be deployed, without having to spend an Order or make a Roll, up to the central area of the game table (within the half corresponding to his army). He is deployed in Camouflage or TO Camouflage status if applicable.   Option B: If the miniature wants to go further into enemy territory, he must to pass a Normal Roll of PH. Each 4 inch strip of distance advanced into enemy territory will add a cumulative Modifier of -1 to the roll. If he fails the roll, the Dispersion rule must now be applied. The centre of the Circular Template must be placed at the point in the battlefield where the figure wished to Infiltrate, with the number 1 pointing to the centre of the game table, multiplying the Failure Category by 2.5 (FC x 2.5) to determine where to place the infiltrator. Moreover, the miniature will lose the Camouflaged Deployment and Hidden Deployment options provided by the CH: Camouflage and CH: TO Camouflage Special Skills.   It is not allowed to Infiltrate inside the enemy's Zone of Deployment, or in base contact with another figure. If Dispersion would place the miniature in either position, move the figure back towards its initial Infiltration point until it is no longer in an illegal position; ie. the figure will be placed on the limit of the enemy's Zone of Deployment closest to the initial Infiltration point.  	 								Boarding Shotgun	Antipersonnel Mines	Knife	Pistol											
