UnitNameValue	UnitIcon	UnitPortrait	TrainingIcon	ImpIcon	MOVValue	CCValue	BSValue	PHValue	WIPValue	ARMValue	BTSValue	WValue	AVAValue	SWCCost	UnitCost	UnitNotesValue	Ability1Title	Ability1Text	Ability2Title	Ability2Text	Weapon1Value	Weapon2Value	Weapon3Value	Weapon4Value	Weapon5Value 
Irmandinhos - Shotgun	C:\Users\u0064666\Pictures\Cards\ImagesFromCB\Ariadna\280121-0121-Icon.png	C:\Users\u0064666\Pictures\Cards\ImagesFromCB\Ariadna\280121-0121.png	C:\Users\u0064666\Pictures\Cards\ImagesFromCB\Irregular.png	C:\Users\u0064666\Pictures\Cards\ImagesFromCB\Impetuous.png	4-4	17	10	14	13	1	0	1	3	0	19	Booty, Engineer	Booty	The figure devoted himself to pillaging in some previous battle, and now has some extra item in his equipment that is probably not very common in units like his. This element does not count as a Support Weapon when performing the Support Weapons calculation in army construction. The Booty does not substitute for the figure's basic equipment: it is instead a complement. Before starting the battle a roll is made on the table to ascertain which extra element of equipment the figure has. If, in the course of a battle, a unit with the Special Skill Booty finds the dying body of another figure (in Unconscious state), he can spend 1 Order to scavenge. He may gain the figure's ARM value instead of his own, or take one of its weapons or pieces of equipment. He will be able to pick only one object and in return must throw away any piece of Booty he is currently carrying.  	 Engineer	Any figure with this Special Skill has the means and technical knowledge required to carry out campaign repairs on faulty or damaged equipment. Engineer is a Short Skill that allows, with a successful Normal WIP Roll, the repair of Structure points (STR) of vehicles or figures (1 point per successful WIP Roll) which he is in base contact with. If the Engineer fails his WIP Roll, the target miniature or structure loses 1 point of STR instead of recovering it.  Engineers can reactivate all weapons, equipment and armour affected by E/M and Adhesive Special Ammunition if they they pass 1 single Normal WIP Roll when in contact with the affected figure. If the Engineer fails the WIP Roll when reactivating, it is considered that the weapon or equipment is permanently shut down with no possibility of recovery.  It is essential that a miniature be in base to base contact with the item he wants to repair.  Figures that posses this Short Skill can also open locks, applying the same Modifiers as Hacking Security and Information (See Advanced Rules: Hacking). In order to open/close a door, base to base contact is required.  Engineer also allows Mines to be deactivated (Antipersonnel and Monofilament), as well as E/Maulers and D-Charges. In order to deactivate a Mine in a same Order, the figure has to come into its action radius (Circular Template) and pass a WIP Roll. If successful, the Mine does not explode and is defused. If the WIP roll is failed, then it explodes, affecting the Engineer as normal.  	Smoke Grenades	Boarding Shotgun	D-Charges	AP CCW	Pistol	
Irmandinhos - Chain	C:\Users\u0064666\Pictures\Cards\ImagesFromCB\Ariadna\280121-0121-Icon.png	C:\Users\u0064666\Pictures\Cards\ImagesFromCB\Ariadna\280121-0121.png	C:\Users\u0064666\Pictures\Cards\ImagesFromCB\Irregular.png	C:\Users\u0064666\Pictures\Cards\ImagesFromCB\Impetuous.png	4-4	17	10	14	13	1	0	1	3	0	10	Booty, Engineer	Booty	The figure devoted himself to pillaging in some previous battle, and now has some extra item in his equipment that is probably not very common in units like his. This element does not count as a Support Weapon when performing the Support Weapons calculation in army construction. The Booty does not substitute for the figure's basic equipment: it is instead a complement. Before starting the battle a roll is made on the table to ascertain which extra element of equipment the figure has. If, in the course of a battle, a unit with the Special Skill Booty finds the dying body of another figure (in Unconscious state), he can spend 1 Order to scavenge. He may gain the figure's ARM value instead of his own, or take one of its weapons or pieces of equipment. He will be able to pick only one object and in return must throw away any piece of Booty he is currently carrying.  	 Engineer	Any figure with this Special Skill has the means and technical knowledge required to carry out campaign repairs on faulty or damaged equipment. Engineer is a Short Skill that allows, with a successful Normal WIP Roll, the repair of Structure points (STR) of vehicles or figures (1 point per successful WIP Roll) which he is in base contact with. If the Engineer fails his WIP Roll, the target miniature or structure loses 1 point of STR instead of recovering it.  Engineers can reactivate all weapons, equipment and armour affected by E/M and Adhesive Special Ammunition if they they pass 1 single Normal WIP Roll when in contact with the affected figure. If the Engineer fails the WIP Roll when reactivating, it is considered that the weapon or equipment is permanently shut down with no possibility of recovery.  It is essential that a miniature be in base to base contact with the item he wants to repair.  Figures that posses this Short Skill can also open locks, applying the same Modifiers as Hacking Security and Information (See Advanced Rules: Hacking). In order to open/close a door, base to base contact is required.  Engineer also allows Mines to be deactivated (Antipersonnel and Monofilament), as well as E/Maulers and D-Charges. In order to deactivate a Mine in a same Order, the figure has to come into its action radius (Circular Template) and pass a WIP Roll. If successful, the Mine does not explode and is defused. If the WIP roll is failed, then it explodes, affecting the Engineer as normal.  	Smoke Grenades	Chain Rifle	D-Charges	AP CCW	Pistol	
Antipode	C:\Users\u0064666\Pictures\Cards\ImagesFromCB\Ariadna\280111-0044-Icon.png	C:\Users\u0064666\Pictures\Cards\ImagesFromCB\Ariadna\280111-0044.png	C:\Users\u0064666\Pictures\Cards\ImagesFromCB\Irregular.png		6-6	18	0	14	13	0	0	1	3	0	0	Antipode, CH: Camouflage, Jungle Terrain, Sensor, Super-Jump	Antipode	Miniatures belonging to this alien race have a special and peculiar behaviour in the game. Three Antipodes are necessary to compose an intelligent entity, creating one personality with each individual contributing diverse characteristics. For this reason, it costs only 1 Order to activate an Assault Pack of three Antipodes. All the Antipodes in the Pack will then perform the same Skills simultaneously, but make separate rolls to resolve actions. Members of a Pack, in ARO as well as in their own turn, behave always as if they were only one figure. Although they can move in separate ways, they must execute the same Skills in a sole Order and choose the same target, providing only one ARO to enemy miniatures, as with standard Coordinated Orders. When a member of a Pack falls, the Antipode group identity suffers a mutilation of its reasoning capacity, with the WIP of each Antipode reduced by -3 for every lost member of the Pack. The Ariadnians have managed to work with Packs of 3 and 4 members, to increase their resistance capacity. If the Assault Pack belongs to an Ariadnian army and they lose their Controller or his Control Device is Disabled, they must make a WIP Roll. If the roll is successful, they continue with the last orders received by the Controller, which usually consists of charging against the enemy. In such a situation, the Pack is still considered as part of the Ariadnian army. If they fail the roll, they must make a d20 roll. With a result of 10 or less, the Pack will use its respective Orders (Impetuous and normal Order) to get off the table through the nearest edge, performing no orders except for Move or Dodge. If the result is over 10, the Pack will enter Frenzy state and go bananas, leaving the control of the Ariadnian player. In the following game rounds, the Antipodes will act before the rest of the players, using their Impetuous Order and their own Order to attack the nearest figure, continuing every turn until either they or all other miniatures on the table are dead. They attack the nearest figure each turn, whether friend or foe. Every time after the Controller's disappearance the Pack loses one of its members, a WIP roll must be made with the corresponding Modifier per dead Antipode, with results as above. When organizing Groups in an army, the Pack and their Controller will count as two figures and will always be in the same Group. The Pack gives 1 single Order to the Order Reserve, different from the Order given by their Controller.  	 CH: Camouflage	The miniature has a special capacity, be it natural or learned, for hiding and stealth. He will also have chameleonic tools available: photoreactive cells and variable/ combinable environment patterns. These clothing-incorporated systems will merge the miniature with his surroundings. The Special Skill of Camouflage allows its owner to perform:   Camouflaged Deployment: This use is exclusive to the deployment phase and does not require the spending of any Orders or making of rolls. The miniature is not deployed in the usual way: a Camouflage Marker is placed instead. This type of Deployment also allows 3 miniatures (All with the Special Skill of Camouflage) to be deployed under the same Marker. One or more miniatures can be separated from the group at any point in the game, moving as a separate Camouflage Marker. All the figures placed under the Camouflage Marker are revealed if the adversary makes a successful Discover Roll, or if some of the figures perform an Order that uncovers them. When revealed, figures must appear no more than inch of distance from each other, although the player can place them facing however he likes. In game terms, a Camouflage Marker is always the same height as a base troop figure from its own army (Unless it has a Prone Marker beside it).   Camouflage in Movement: This allows the player to move the miniature without placing him on the battlefield. Only his Camouflage Marker will move. When several miniatures are moved under the same Camouflage Marker, they behave as if they were only one miniature. If they have different MOV values, the lowest is always used. The only Skills whose execution does not automatically rreveal the camouflaged figures are Cautious Movement and all Short Skills of Movement that do not require any roll (except Alert). The camouflaged figure reveals automatically when it is in base contact with another figure. If the figure is Discovered or is automatically revealed, the Camouflage Marker is replaced by its miniature (or miniatures), facing how the player prefers. If a Camouflage Marker does not perform anything but MOV in his turn, even if it crosses a Suppression Fire zone or a figure's ZC, the only ARO that can be executed against it is Discover or Change Facing.   Defensive Camouflage: To act against a Camouflage Marker, enemies must succeed in a Discover roll with a -3 Modifier. If the roll is failed, the camouflaged figure is not perceived and may not be a target of BS, CC, or any other Skill (Hacking, Sepsitor, etc.). If the Camouflaged miniature (Or miniatures, if they are clustered) is discovered, it will have to be placed on the battlefield, substituting the Camouflage Maker and losing all the advantages of Camouflage in Movement and Combat, but still complicating any BS Roll against him with a Modifier of -3. When placing the figure over terrain, he can face any direction his owner chooses.   Combat Camouflage: This allows a miniature in a camouflaged state to make a BS, Forward Observer, Sepsitor or Hacking attack before his opponent does. This attack is made with a Normal Roll. If the adversary survives the attack, he may then make any attacks he may have declared in ARO which are also made as Normal Rolls, with -3 to BS if shooting at the revealed figure. After this, the player will have to replace the Camouflage Marker with the correct figure. Combat Camouflage is only available for use with Ballistic Skills. In ARO, the reactions of Camouflaged soldiers are simultaneous to the Order they react to, so Face to Face Rolls will be made. If the Camouflaged figure receives an Intuitive Attack without having been Discovered first, he will have to reveal himself even if he passes the ARM Roll, removing the Camouflage Marker and placing the real figure. In the same way, if he is affected by a Template but the target was another figure, he will have to make an ARM Roll, revealing himself whether he passes the roll or not.   Camouflaging Again: When a figure has lost the Camouflaged status (It is represented by its figure and not a Camouflage Marker), he can recover his former status by spending 1 Order, provided that he is not in the LoF of any enemy miniatures. A figure in TO Camouflage in LoF of a miniature that intends to Camouflage itself again will have to reveal himself if he desires to prevent his enemy from re-entering Camouflaged status.	AP CCW					
Assault Pack	C:\Users\u0064666\Pictures\Cards\ImagesFromCB\Ariadna\280111-0044-Icon.png	C:\Users\u0064666\Pictures\Cards\ImagesFromCB\Ariadna\280111-0044.png	C:\Users\u0064666\Pictures\Cards\ImagesFromCB\Regular.png		4-4	13	11	11	13	1	0	1	1	0	34	Control Device, Companion : Antipode (3)	Control Device	The Antipodes Control Device allows controlling an Ariadna Assault Pack. It can be affected by E/M weapons.  			Rifle	Smoke LGL	Knife	Pistol		
Kazak Doktor	C:\Users\u0064666\Pictures\Cards\ImagesFromCB\Ariadna\280118-0098-Icon.png	C:\Users\u0064666\Pictures\Cards\ImagesFromCB\Ariadna\280118-0098.png	C:\Users\u0064666\Pictures\Cards\ImagesFromCB\Regular.png		4-4	13	11	11	13	1	0	1	1	0	13	Doctor	Doctor	The miniature is a qualified doctor, with complete training in combat medicine and is a specialist in saving his companions from death. Doctor is a Short Skill that allows the miniature, when in base contact, after passing a WIP Roll, to make his patient pass from the Unconscious state to Normal, with a single Wound. If he fails the WIP Roll, the figure is considered to be Dead and is removed from the game table. Miniatures can be healed as many times as necessary, provided that the WIP rolls are successful. A miniature that has been healed can also benefit later from a MediKit, AutoMediKit, or Regeneration, and vice versa. A figure must be in base to base contact with a patient to use the Doctor Special Skill. A Doctor with the Special Skill V: No Wound Incapacitation who has suffered one Wound can try to heal himself but if he fails the WIP roll he will die automatically.  			Rifle	Knife	Pistol			
112, Emergency Service	C:\Users\u0064666\Pictures\Cards\ImagesFromCB\Ariadna\280146-0295-Icon.png	C:\Users\u0064666\Pictures\Cards\ImagesFromCB\Ariadna\280146-0295.png	C:\Users\u0064666\Pictures\Cards\ImagesFromCB\Regular.png		4-4	13	11	12	13	0	0	1	1	0	12	Doctor, V: Courage	Doctor	The miniature is a qualified doctor, with complete training in combat medicine and is a specialist in saving his companions from death. Doctor is a Short Skill that allows the miniature, when in base contact, after passing a WIP Roll, to make his patient pass from the Unconscious state to Normal, with a single Wound. If he fails the WIP Roll, the figure is considered to be Dead and is removed from the game table. Miniatures can be healed as many times as necessary, provided that the WIP rolls are successful. A miniature that has been healed can also benefit later from a MediKit, AutoMediKit, or Regeneration, and vice versa. A figure must be in base to base contact with a patient to use the Doctor Special Skill. A Doctor with the Special Skill V: No Wound Incapacitation who has suffered one Wound can try to heal himself but if he fails the WIP roll he will die automatically.  	 V: Courage	Courage avoids, without spending any Order, the WIP Roll that is compulsory after surviving the impact of a ballistic weapon but the figure does not wish to move to cover (The Guts Roll made after a successful ARM Roll). The figure is not required to keep his position if he does not want to.  	Light Shotgun	CCW	Pistol			
2nd Irregular Cameronians Reg.	C:\Users\u0064666\Pictures\Cards\ImagesFromCB\Ariadna\280151-0334-Icon.png	C:\Users\u0064666\Pictures\Cards\ImagesFromCB\Ariadna\280151-0334.png	C:\Users\u0064666\Pictures\Cards\ImagesFromCB\Irregular.png	C:\Users\u0064666\Pictures\Cards\ImagesFromCB\Impetuous.png	6-4	18	10	16	12	3	0	2	2	0	22	Super-Jump, Total Immunity, V: Courage	Super-Jump	These miniatures are genetically, artificially, or evolutionarily designed to perform jumps of astonishing length and height. This Special Skill works automatically. It allows the miniature to move in a vertical, diagonal, or horizontal jump as many inches as indicated in his MOV, without having to make a PH Roll. Super-Jump is a Special Short Movement Skill that can be combined with other Short Skills. For example, with Super-Jump, the figure can shoot while flying through the air and this will be considered an Order of the Move+BS type. Also, when the miniature moves in a normal way he will be able to avoid any obstacle of his height or less without any Movement restriction. To calculate the Falling Damage taken by miniatures with SuperJump, the sum of both values of his MOV Attribute is subtracted from the distance and the result multiplied by 2.5. For example: a miniature with Super-Jump with MOV 4-4, that jumps from a terrace to the floor from a height of 10 inches will only have to make an ARM Roll against Damage 5 (distance of 10 minus MOV 4+4 = 2, multiplied by 2.5 to give 5).  	 Total Immunity	Total Immunity: The miniature is immune to all the special Weapons and Ammunition (Except Adhesive, E/M, Monofilament and Plasma), which are considered as normal attacks.  	Chain Rifle (2)	Grenades	Smoke Grenades	AP CCW		
3rd Highlander Greys - Lieutenant	C:\Users\u0064666\Pictures\Cards\ImagesFromCB\Ariadna\280137-0234-Icon.png	C:\Users\u0064666\Pictures\Cards\ImagesFromCB\Ariadna\280137-0234.png	C:\Users\u0064666\Pictures\Cards\ImagesFromCB\Regular.png		4-4	16	13	13	12	3	0	1	2	0	30	Lieutenant, Shock Immunity, V: Dogged	 Shock Immunity	Shock Immunity: The miniature is immune to Shock Ammunition and Shock weapons, ignoring their special effect and considering them as normal weapons and Ammunition.  	 V: Dogged	This Special Skill is automatic and does not require the use of Orders to be activated. Dogged allows the miniature to ignore the state of Unconscious. If the miniature uses the Dogged Skill he will be able to act normally provided he keeps spending Orders in a consecutive way. The figure will die when the turn he would have fallen Unconscious finishes, if the player stops spending Orders on him in a consecutive way, or if he suffers another Wound. In addition, the Dogged Special Skill includes also the Courage Special Skill. Dogged cannot be used in ARO. Dogged allows Impetuous figures to spend Orders from the Orders Reserve in order to keep acting normally, even though the player hasn't finished spending Impetuous Orders.	Smoke Grenades	Rifle	Light Shotgun (2)	Grenades	CCW	
3rd Highlander Greys - T2 Shotgun	C:\Users\u0064666\Pictures\Cards\ImagesFromCB\Ariadna\280137-0234-Icon.png	C:\Users\u0064666\Pictures\Cards\ImagesFromCB\Ariadna\280137-0234.png	C:\Users\u0064666\Pictures\Cards\ImagesFromCB\Regular.png		4-4	16	13	13	12	3	0	1	2	0	28	Shock Immunity, V: Dogged	Shock Immunity	Shock Immunity: The miniature is immune to Shock Ammunition and Shock weapons, ignoring their special effect and considering them as normal weapons and Ammunition.  	 V: Dogged	This Special Skill is automatic and does not require the use of Orders to be activated. Dogged allows the miniature to ignore the state of Unconscious. If the miniature uses the Dogged Skill he will be able to act normally provided he keeps spending Orders in a consecutive way. The figure will die when the turn he would have fallen Unconscious finishes, if the player stops spending Orders on him in a consecutive way, or if he suffers another Wound. In addition, the Dogged Special Skill includes also the Courage Special Skill. Dogged cannot be used in ARO. Dogged allows Impetuous figures to spend Orders from the Orders Reserve in order to keep acting normally, even though the player hasn't finished spending Impetuous Orders.	Smoke Grenades	T2 Boarding Shotgun	Grenades	CCW	Pistol	
3rd Highlander Greys - HMG	C:\Users\u0064666\Pictures\Cards\ImagesFromCB\Ariadna\280137-0234-Icon.png	C:\Users\u0064666\Pictures\Cards\ImagesFromCB\Ariadna\280137-0234.png	C:\Users\u0064666\Pictures\Cards\ImagesFromCB\Regular.png		4-4	16	13	13	12	3	0	1	2	1.5	40	Shock Immunity, V: Dogged	Shock Immunity	Shock Immunity: The miniature is immune to Shock Ammunition and Shock weapons, ignoring their special effect and considering them as normal weapons and Ammunition.  	 V: Dogged	This Special Skill is automatic and does not require the use of Orders to be activated. Dogged allows the miniature to ignore the state of Unconscious. If the miniature uses the Dogged Skill he will be able to act normally provided he keeps spending Orders in a consecutive way. The figure will die when the turn he would have fallen Unconscious finishes, if the player stops spending Orders on him in a consecutive way, or if he suffers another Wound. In addition, the Dogged Special Skill includes also the Courage Special Skill. Dogged cannot be used in ARO. Dogged allows Impetuous figures to spend Orders from the Orders Reserve in order to keep acting normally, even though the player hasn't finished spending Impetuous Orders.	Smoke Grenades	AP HMG	CCW	Pistol		
3rd Highlander Greys - T2	C:\Users\u0064666\Pictures\Cards\ImagesFromCB\Ariadna\280137-0234-Icon.png	C:\Users\u0064666\Pictures\Cards\ImagesFromCB\Ariadna\280137-0234.png	C:\Users\u0064666\Pictures\Cards\ImagesFromCB\Regular.png		4-4	16	13	13	12	3	0	1	2	0	36	Shock Immunity, V: Dogged	Shock Immunity	Shock Immunity: The miniature is immune to Shock Ammunition and Shock weapons, ignoring their special effect and considering them as normal weapons and Ammunition.  	 V: Dogged	This Special Skill is automatic and does not require the use of Orders to be activated. Dogged allows the miniature to ignore the state of Unconscious. If the miniature uses the Dogged Skill he will be able to act normally provided he keeps spending Orders in a consecutive way. The figure will die when the turn he would have fallen Unconscious finishes, if the player stops spending Orders on him in a consecutive way, or if he suffers another Wound. In addition, the Dogged Special Skill includes also the Courage Special Skill. Dogged cannot be used in ARO. Dogged allows Impetuous figures to spend Orders from the Orders Reserve in order to keep acting normally, even though the player hasn't finished spending Impetuous Orders.	Smoke Grenades	T2 Rifle	Light Shotgun (2)	Grenades	CCW	
3rd Highlander Greys	C:\Users\u0064666\Pictures\Cards\ImagesFromCB\Ariadna\280137-0234-Icon.png	C:\Users\u0064666\Pictures\Cards\ImagesFromCB\Ariadna\280137-0234.png	C:\Users\u0064666\Pictures\Cards\ImagesFromCB\Regular.png		4-4	16	13	13	12	3	0	1	2	0	30	Shock Immunity, V: Dogged	Shock Immunity	Shock Immunity: The miniature is immune to Shock Ammunition and Shock weapons, ignoring their special effect and considering them as normal weapons and Ammunition.  	 V: Dogged	This Special Skill is automatic and does not require the use of Orders to be activated. Dogged allows the miniature to ignore the state of Unconscious. If the miniature uses the Dogged Skill he will be able to act normally provided he keeps spending Orders in a consecutive way. The figure will die when the turn he would have fallen Unconscious finishes, if the player stops spending Orders on him in a consecutive way, or if he suffers another Wound. In addition, the Dogged Special Skill includes also the Courage Special Skill. Dogged cannot be used in ARO. Dogged allows Impetuous figures to spend Orders from the Orders Reserve in order to keep acting normally, even though the player hasn't finished spending Impetuous Orders.	Smoke Grenades	Rifle	Light Shotgun (2)	Grenades	CCW	
9th Wulver Grenadiers	C:\Users\u0064666\Pictures\Cards\ImagesFromCB\Ariadna\280162-0420-Icon.png	C:\Users\u0064666\Pictures\Cards\ImagesFromCB\Ariadna\280162-0420.png	C:\Users\u0064666\Pictures\Cards\ImagesFromCB\Regular.png		4-4	18	12	14	13	3	0	2	2	0	38	Berserk, Climbing Plus, Natural Born Warrior	Berserk	The figure is possessed by a brutal blood thirst that throws him into combat despising any safety measures. The CC roll, usually a Face to Face one, becomes a Normal Roll for each combatant. Each makes their Skill Rolls, with a successful attack roll compelling the enemy to make an ARM Roll, so it is possible that both players receive Damage simultaneously. The Berserker receives a bonus of +9 to his CC Attribute in return, but never gains the +3 ARM Defence Bonus for making a successful CC Roll. If the opponent decides to Dodge, a success on his PH Roll will not avoid the blow, but he will be able to move out of CC. Berserk is an automatic Special Skill that does not require Orders to be spent for activation but its use must be declared at the same time as the declaration of a CC Skill use. The use of this Skill is optional and it can only be applied in CC.  	 Climbing Plus	A miniature with Climbing Plus is specially equipped or gifted at climbing. This Special Skill functions automatically and allows the miniature to climb as many inches as his MOV Attribute, with no need to make a PH Roll. The Climbing Plus Special Skill allows the figure to perform other skills while climbing or hanging from a great height (Climbing+BS per example).  	Grenades	Mk12	AP CCW	Pistol		
9th Wulver Grenadiers - Shotgun	C:\Users\u0064666\Pictures\Cards\ImagesFromCB\Ariadna\280162-0420-Icon.png	C:\Users\u0064666\Pictures\Cards\ImagesFromCB\Ariadna\280162-0420.png	C:\Users\u0064666\Pictures\Cards\ImagesFromCB\Regular.png		4-4	18	12	14	13	3	0	2	2	0	37	Berserk, Climbing Plus, Natural Born Warrior	Berserk	The figure is possessed by a brutal blood thirst that throws him into combat despising any safety measures. The CC roll, usually a Face to Face one, becomes a Normal Roll for each combatant. Each makes their Skill Rolls, with a successful attack roll compelling the enemy to make an ARM Roll, so it is possible that both players receive Damage simultaneously. The Berserker receives a bonus of +9 to his CC Attribute in return, but never gains the +3 ARM Defence Bonus for making a successful CC Roll. If the opponent decides to Dodge, a success on his PH Roll will not avoid the blow, but he will be able to move out of CC. Berserk is an automatic Special Skill that does not require Orders to be spent for activation but its use must be declared at the same time as the declaration of a CC Skill use. The use of this Skill is optional and it can only be applied in CC.  	 Climbing Plus	A miniature with Climbing Plus is specially equipped or gifted at climbing. This Special Skill functions automatically and allows the miniature to climb as many inches as his MOV Attribute, with no need to make a PH Roll. The Climbing Plus Special Skill allows the figure to perform other skills while climbing or hanging from a great height (Climbing+BS per example).  	Grenades	Heavy Shotgun	AP CCW	Pistol		
9th Wulver Grenadiers - T2 Rifle	C:\Users\u0064666\Pictures\Cards\ImagesFromCB\Ariadna\280162-0420-Icon.png	C:\Users\u0064666\Pictures\Cards\ImagesFromCB\Ariadna\280162-0420.png	C:\Users\u0064666\Pictures\Cards\ImagesFromCB\Regular.png		4-4	18	12	14	13	3	0	2	2	0	37	Berserk, Climbing Plus, Natural Born Warrior	Berserk	The figure is possessed by a brutal blood thirst that throws him into combat despising any safety measures. The CC roll, usually a Face to Face one, becomes a Normal Roll for each combatant. Each makes their Skill Rolls, with a successful attack roll compelling the enemy to make an ARM Roll, so it is possible that both players receive Damage simultaneously. The Berserker receives a bonus of +9 to his CC Attribute in return, but never gains the +3 ARM Defence Bonus for making a successful CC Roll. If the opponent decides to Dodge, a success on his PH Roll will not avoid the blow, but he will be able to move out of CC. Berserk is an automatic Special Skill that does not require Orders to be spent for activation but its use must be declared at the same time as the declaration of a CC Skill use. The use of this Skill is optional and it can only be applied in CC.  	 Climbing Plus	A miniature with Climbing Plus is specially equipped or gifted at climbing. This Special Skill functions automatically and allows the miniature to climb as many inches as his MOV Attribute, with no need to make a PH Roll. The Climbing Plus Special Skill allows the figure to perform other skills while climbing or hanging from a great height (Climbing+BS per example).  	Grenades	T2 Rifle	AP CCW	Pistol		
Caledonian Mormaers - Lieutenant HMG	C:\Users\u0064666\Pictures\Cards\ImagesFromCB\Ariadna\280136-0230-Icon.png	C:\Users\u0064666\Pictures\Cards\ImagesFromCB\Ariadna\280136-0230.png	C:\Users\u0064666\Pictures\Cards\ImagesFromCB\Regular.png		4-2	14	13	13	13	5	0	1	2	2	48	Lieutenant, Shock Immunity, V: Dogged	 Shock Immunity	Shock Immunity: The miniature is immune to Shock Ammunition and Shock weapons, ignoring their special effect and considering them as normal weapons and Ammunition.  	 V: Dogged	This Special Skill is automatic and does not require the use of Orders to be activated. Dogged allows the miniature to ignore the state of Unconscious. If the miniature uses the Dogged Skill he will be able to act normally provided he keeps spending Orders in a consecutive way. The figure will die when the turn he would have fallen Unconscious finishes, if the player stops spending Orders on him in a consecutive way, or if he suffers another Wound. In addition, the Dogged Special Skill includes also the Courage Special Skill. Dogged cannot be used in ARO. Dogged allows Impetuous figures to spend Orders from the Orders Reserve in order to keep acting normally, even though the player hasn't finished spending Impetuous Orders.	AP HMG	CCW	Pistol			
Caledonian Mormaers - Lieutenant	C:\Users\u0064666\Pictures\Cards\ImagesFromCB\Ariadna\280136-0230-Icon.png	C:\Users\u0064666\Pictures\Cards\ImagesFromCB\Ariadna\280136-0230.png	C:\Users\u0064666\Pictures\Cards\ImagesFromCB\Regular.png		4-2	14	13	13	13	5	0	1	2	0	38	Lieutenant, X Visor, Shock Immunity, V: Dogged	 X Visor	Technological and evolutionary advances have given this miniature a vision with a zoom effect. Modifiers for Long Distance are reduced to 0 and those of Maximum Distance drop to -3.  	 Shock Immunity	Shock Immunity: The miniature is immune to Shock Ammunition and Shock weapons, ignoring their special effect and considering them as normal weapons and Ammunition.  	T2 Rifle	CCW	Pistol			
Caledonian Mormaers - HMG	C:\Users\u0064666\Pictures\Cards\ImagesFromCB\Ariadna\280136-0230-Icon.png	C:\Users\u0064666\Pictures\Cards\ImagesFromCB\Ariadna\280136-0230.png	C:\Users\u0064666\Pictures\Cards\ImagesFromCB\Regular.png		4-2	14	13	13	13	5	0	1	2	2	48	Shock Immunity, V: Dogged	Shock Immunity	Shock Immunity: The miniature is immune to Shock Ammunition and Shock weapons, ignoring their special effect and considering them as normal weapons and Ammunition.  	 V: Dogged	This Special Skill is automatic and does not require the use of Orders to be activated. Dogged allows the miniature to ignore the state of Unconscious. If the miniature uses the Dogged Skill he will be able to act normally provided he keeps spending Orders in a consecutive way. The figure will die when the turn he would have fallen Unconscious finishes, if the player stops spending Orders on him in a consecutive way, or if he suffers another Wound. In addition, the Dogged Special Skill includes also the Courage Special Skill. Dogged cannot be used in ARO. Dogged allows Impetuous figures to spend Orders from the Orders Reserve in order to keep acting normally, even though the player hasn't finished spending Impetuous Orders.	AP HMG	CCW	Pistol			
Caledonian Mormaers	C:\Users\u0064666\Pictures\Cards\ImagesFromCB\Ariadna\280136-0230-Icon.png	C:\Users\u0064666\Pictures\Cards\ImagesFromCB\Ariadna\280136-0230.png	C:\Users\u0064666\Pictures\Cards\ImagesFromCB\Regular.png		4-2	14	13	13	13	5	0	1	2	0	38	X Visor, Shock Immunity, V: Dogged	X Visor	Technological and evolutionary advances have given this miniature a vision with a zoom effect. Modifiers for Long Distance are reduced to 0 and those of Maximum Distance drop to -3.  	 Shock Immunity	Shock Immunity: The miniature is immune to Shock Ammunition and Shock weapons, ignoring their special effect and considering them as normal weapons and Ammunition.  	T2 Rifle	CCW	Pistol			
Caledonian Volunteers - Lieutenant	C:\Users\u0064666\Pictures\Cards\ImagesFromCB\Ariadna\280160-0405-Icon.png	C:\Users\u0064666\Pictures\Cards\ImagesFromCB\Ariadna\280160-0405.png	C:\Users\u0064666\Pictures\Cards\ImagesFromCB\Regular.png		4-4	13	10	11	12	1	0	1	2	2	8	Lieutenant, Multiterrain (Mountain and Jungle)					Rifle	Knife	Pistol			
Caledonian Volunteers - Paramedic	C:\Users\u0064666\Pictures\Cards\ImagesFromCB\Ariadna\280160-0405-Icon.png	C:\Users\u0064666\Pictures\Cards\ImagesFromCB\Ariadna\280160-0405.png	C:\Users\u0064666\Pictures\Cards\ImagesFromCB\Regular.png		4-4	13	10	11	12	1	0	1	2	0	13	Paramedic, MediKit, Multiterrain (Mountain and Jungle)	Paramedic	This figure is the unit's paramedic and is equipped with MediKits to cure his wounded comrades.  	 MediKit	This is a wound recovery medical device carried by all Paramedics. It is used to heal Unconscious miniatures. Using the MediKit is a Short Skill that requires a PH Roll with a -3 Modifier by the patient. If he fails his roll, he will immediately pass to the Dead state and will be removed from the game table. If he passes the roll, the patient recovers 1 Wound, automatically leaving the Unconscious state and contributing his Order again to the Orders Reserve of his army in the next active turn. With a MediKit, miniatures can be healed from the Unconscious state as many times as necessary, provided they pass their PH-3 Rolls. Human MediKits do not work on Aliens (Assault Packs, Dog-Warriors, etc.) and vice versa. The MediKit is the most frequent medical system of nano-injection on battlefields. There are several syringe models; the most modern being a device with the form of a gun, using a chamber with a magnetic coil. After introducing the nanotreatment cartridge and pulling the electric trigger, the magnetic field accelerator injects at high speed the medical nanobots suspended in the cartridge serum. Other versions of the MediKit are the hypo-spray, with a lower speed performance, or the archaic pneumatic pistols.  	Rifle	Knife	Pistol			
